FHRSID,BusinessNameClean,BusinessName,FHRSIDRep,RepresentativeClass,BusinessType,PostCode,LocalAuthorityName,Address,BakeryRank,BakeryScore,StoreCount,LocationMatch,AIClass,AIReason,BatchID,Model,VerificationDateTime
1032884,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,W5 5JW,Ealing,"69 - 79 Ealing Broadway Centre, The Broadway, Ealing",21417,0.0196903393582656,60,YES,GROCER_BAKERY,Department store with a food hall that includes a bakery section.,20260901_164604_488,gemini-2.5-flash,2026-09-01T17:55:22
1060986,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,E8 2FA,Hackney,"51-57 KINGSLAND HIGH STREET, Hackney, London",21417,0.0196903393582656,60,YES,GROCER_BAKERY,Foodhall with a dedicated bakery department.,20260901_164604_488,gemini-2.5-flash,2026-09-01T17:55:22
1093542,marks and spencer,Marks & spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SE22 8EF,Southwark,"18-22, Grove Vale, London",21417,0.0196903393582656,60,YES,GROCER_BAKERY,Simply Food store with a food hall that includes a bakery section.,20260901_164604_488,gemini-2.5-flash,2026-09-01T17:55:22
1171222,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,,Islington,"Marks & Spencer, Hill House, 17 Highgate Hill, London",21417,0.0196903393582656,60,UNCLEAR,UNCLEAR,"The exact address ""Hill House, 17 Highgate Hill"" for Marks & Spencer in Islington could not be definitively matched to a specific store with bakery information. The closest match is a general M&S in Islington at 5 Liverpool Road, which does list a bakery department, but it's not clear if this is the same location.",20260901_164604_488,gemini-2.5-flash,2026-09-01T17:55:22
1247114,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,EC1V 9NP,Islington,"Marks & Spencer, 201 Old Street, London, EC1V 9NP",21417,0.0196903393582656,60,YES,GROCER_BAKERY,Foodhall with a dedicated bakery department.,20260901_164604_488,gemini-2.5-flash,2026-09-01T17:55:22
1267253,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Takeaway/sandwich shop,NW6 2BR,Camden,"Unit 1 Hardy Building, Heritage Lane, London",21417,0.0196903393582656,60,YES,GROCER_BAKERY,Simply Food store with a dedicated bakery department.,20260901_164604_488,gemini-2.5-flash,2026-09-01T17:55:22
1402117,marks and spencer,Marks And Spencer,276701,GROCER_BAKERY,Takeaway/sandwich shop,W2 1AY,Westminster,"5 MERCHANT SQUARE, HYDE PARK, LONDON",21417,0.0196903393582656,60,YES,NON_BAKERY,This Marks & Spencer is a takeaway/sandwich shop with no affirmative evidence of substantial bakery provision.,20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1569080,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,N4 3FU,Islington,"Marks & Spencer, 6 City North Place, London",21417,0.0196903393582656,60,YES,GROCER_BAKERY,"This Marks & Spencer is a supermarket/foodhall with a ""Bakery"" department listed in its store information.",20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1571461,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW11 1QP,Wandsworth,"45 - 49 St Johns Road, London, Wandsworth",21417,0.0196903393582656,60,YES,GROCER_BAKERY,This Marks & Spencer is a foodhall with a fresh bakery and deli lunch offerings.,20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1598633,marks and spencer,Marks and Spencer,276701,GROCER_BAKERY,Restaurant/Cafe/Canteen,SE13 6JG,Lewisham,"Marks & Spencer, 122-126 Lewisham High Street, Hither Green, London",21417,0.0196903393582656,60,YES,BAKERY_CAFE,This Marks & Spencer is a restaurant/cafe/canteen with an M&S Cafe and a Food Hall.,20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1610367,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW18 5RJ,Wandsworth,"Marks And Spencer 229 Wimbledon Park Road, London, Wandsworth",21417,0.0196903393582656,60,YES,GROCER_BAKERY,"This Marks & Spencer is a foodhall with a ""Bakery"" department listed in its store information and evidence of freshly baked cookies, doughnuts, and scones.",20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1662282,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,TW9 1JY,Richmond-Upon-Thames,"13 George Street, Richmond, Richmond Upon Thames",21417,0.0196903393582656,60,YES,BAKERY_CAFE,This Marks & Spencer is a department store with an M&S Cafe. It is also converting to an M&S Food store.,20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1666100,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW11 8DE,Wandsworth,"1 Lumen Lane, London, Wandsworth",21417,0.0196903393582656,60,UNCLEAR,UNCLEAR,No specific information about bakery provision at this exact address could be found.,20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1666106,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - other,,Wandsworth,"Development Site Of 150a To 170 Penwith Road, London, Wandsworth",21417,0.0196903393582656,60,UNCLEAR,UNCLEAR,"The postcode is unknown, and the address is a development site, making it impossible to verify the current operating model or bakery provision.",20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1690045,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,,Richmond-Upon-Thames,"5 Bessant Drive, Richmond, Richmond Upon Thames",21417,0.0196903393582656,60,UNCLEAR,UNCLEAR,"The postcode is unknown, and while there's a Marks & Spencer at 5-7 Bessant Drive, Richmond, the provided address is 5 Bessant Drive, and there is no specific evidence of bakery provision at this exact location.",20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1690070,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW13 9LW,Richmond-Upon-Thames,"28 Barnes High Street, Barnes, London, Richmond Upon Thames",21417,0.0196903393582656,60,YES,GROCER_BAKERY,"This Marks & Spencer is a foodhall with a ""Bakery"" department listed in its store information.",20260901_164604_489,gemini-2.5-flash,2026-09-01T17:55:32
1714120,marks and spencer,Marks And Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,DA15 7AB,Bexley,"124 Station Road, Sidcup, Kent",21417,0.0196903393582656,60,YES,GROCER_BAKERY,"Supermarket with an in-store bakery providing freshly baked bread, cakes, and pastries.",20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
1720409,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - other,SE13 6JG,Lewisham,"122-126 Lewisham High Street, Hither Green, London",21417,0.0196903393582656,60,UNCLEAR,UNCLEAR,No specific evidence found for an in-store bakery at this location.,20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
1840640,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,E11 1HH,Waltham Forest,"Unit 2 829 - 837 High Road Leytonstone, Leytonstone, London",21417,0.0196903393582656,60,UNCLEAR,UNCLEAR,No specific evidence found for an in-store bakery at this location.,20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
1875602,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW4 7UG,Lambeth,"156-164 Clapham High Street Clapham Common, London",21417,0.0196903393582656,60,YES,GROCER_BAKERY,"Food hall format store with a large bakery section selling freshly made pastries, cakes, and loaves.",20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
1897507,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Other catering premises,SW6 1AA,Hammersmith and Fulham,"2 - 6 Fulham Broadway, London",21417,0.0196903393582656,60,YES,GROCER_BAKERY,Large food hall with a bakery section.,20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
1941886,marks and spencer,Marks & Spencer,276701,GROCER_BAKERY,Retailers - other,SW15 1SP,Wandsworth,"59 Putney High Street, London, Wandsworth",21417,0.0196903393582656,60,YES,GROCER_BAKERY,Food hall with a show-stopping in-store bakery.,20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
1942061,marks and spencer,MARKS AND SPENCER,276701,GROCER_BAKERY,Retailers - other,W1T 1BJ,Camden,"15-17 Tottenham Court Road, London",21417,0.0196903393582656,60,YES,GROCER_BAKERY,Food-only store with an in-store bakery and coffee counter.,20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
1950553,marks and spencer,Marks and Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW17 9PA,Wandsworth,"19 - 21 Mitcham Road, London, Wandsworth",21417,0.0196903393582656,60,UNCLEAR,UNCLEAR,"While M&S Tooting Broadway is a food hall, specific affirmative evidence for an in-store bakery at this exact address is not available.",20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
1955264,marks and spencer,Marks and Spencer,276701,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,WC2E 7HA,Westminster,"8 SOUTHAMPTON STREET, LONDON",21417,0.0196903393582656,60,YES,GROCER_BAKERY,Food-only store with a bakery department.,20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
427802,adam and eve,Adam & Eve,427765,NON_BAKERY,Restaurant/Cafe/Canteen,SW1H 9EX,Westminster,"81 PETTY FRANCE, LONDON",21434,0.019679736247969,3,YES,NON_BAKERY,"Pub serving traditional British fare and sharing boards, with ""warm sourdough, salted butter"" listed as a nibble, but not a substantial bakery provision.",20260901_164604_490,gemini-2.5-flash,2026-09-01T17:55:39
1914216,adam and eve,Adam & Eve,427765,NON_BAKERY,Pub/bar/nightclub,NW7 1RL,Barnet,The Ridgeway,21434,0.019679736247969,3,YES,NON_BAKERY,Pub/bar/nightclub with no evidence of being bakery-led or having substantial bakery provision.,20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
1770537,tamila,Tamila,1629205,NON_BAKERY,Restaurant/Cafe/Canteen,,Islington,"Tamila, 8 Caledonian Road, London",21451,0.0196684585246798,3,YES,NON_BAKERY,"Indian restaurant serving curries and roti, but bakery products are incidental to its wider menu.",20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
1912119,tamila,Tamila,1629205,NON_BAKERY,Restaurant/Cafe/Canteen,W1F 8QF,Westminster,"BASEMENT AND GROUND FLOOR NOEL HOUSE 19-20 POLAND STREET, LONDON",21451,0.0196684585246798,3,YES,NON_BAKERY,"Indian restaurant serving curries and made-to-order roti and naan, but bakery products are incidental to its wider menu.",20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
1045621,tesco staff canteen,Tesco Staff Canteen,423250,NON_BAKERY,Restaurant/Cafe/Canteen,UB7 7FP,Hillingdon,"Tesco Extra, Chantry Close, West Drayton",21461,0.0196597337345685,2,YES,NON_BAKERY,"Staff canteen within a Tesco Extra, not a customer-facing retail bakery.",20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
1598802,newsagent,Newsagent,443623,NON_BAKERY,Retailers - other,SE8 4PQ,Lewisham,"Deptford Food & Wine, 38 Deptford Broadway, London",21466,0.01965492973225,2,YES,NON_BAKERY,"Retailer of food and wine, with no evidence of substantial bakery provision.",20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
428050,white swan,White Swan,42613,NON_BAKERY,Restaurant/Cafe/Canteen,WC2N 4LF,Westminster,"14 NEW ROW, LONDON",21487,0.0196420299673982,4,YES,NON_BAKERY,"Pub/restaurant with a menu of pub classics and bar snacks, no evidence of being bakery-led or having substantial bakery provision.",20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
444020,white swan,White Swan,42613,NON_BAKERY,Restaurant/Cafe/Canteen,IG8 0HQ,Redbridge,"30 The Broadway, Woodford Green",21487,0.0196420299673982,4,YES,NON_BAKERY,Chinese restaurant with no evidence of being bakery-led or having substantial bakery provision.,20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
1682451,white swan,White Swan,42613,NON_BAKERY,Restaurant/Cafe/Canteen,TW1 3DN,Richmond-Upon-Thames,"White Swan Riverside, Twickenham, Richmond Upon Thames",21487,0.0196420299673982,4,YES,NON_BAKERY,"Pub/restaurant serving British seasonal plates and roasts, no evidence of being bakery-led or having substantial bakery provision.",20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
72041,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,E2 0LX,Tower Hamlets,"Co-operative, 250a Globe Road, London",21489,0.0196411657831676,20,YES,GROCER_BAKERY,"Supermarket with a ""Food to go: Bakery"" service listed.",20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
74338,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,E3 4QS,Tower Hamlets,"Co-operative, 383-387 Mile End Road, London",21489,0.0196411657831676,20,YES,GROCER_BAKERY,"Supermarket with a ""Food to go: Bakery"" service listed.",20260901_164604_491,gemini-2.5-flash,2026-09-01T17:55:46
316631,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,EN3 5JG,Enfield,"137-139 Hertford Road, ENFIELD",21489,0.0196411657831676,20,YES,GROCER_BAKERY,Supermarket with a dedicated in-store bakery section offering a range of baked goods.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
316786,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,EN2 0JW,Enfield,"102 Lancaster Road, ENFIELD",21489,0.0196411657831676,20,YES,GROCER_BAKERY,Supermarket with a dedicated in-store bakery section offering a range of baked goods.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
316811,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,EN1 1XH,Enfield,"3-5 Leighton Road, ENFIELD",21489,0.0196411657831676,20,YES,GROCER_BAKERY,Supermarket with a dedicated in-store bakery section offering a range of baked goods.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
469576,co operative,Co-Operative,65964,GROCER_BAKERY,Retailers - other,N1 5DA,Hackney,"136 NEW NORTH ROAD, Hackney, London",21489,0.0196411657831676,20,UNCLEAR,UNCLEAR,No specific information found for this exact address and postcode to confirm bakery provision.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
696147,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,E14 9GE,Tower Hamlets,"Co-operative  Unit CG, Harbour Exchange Square, London",21489,0.0196411657831676,20,YES,GROCER_BAKERY,Supermarket with a dedicated in-store bakery section offering a range of baked goods.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
955767,co operative,Co-Operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SE4 2RA,Lewisham,"294 - 296 Brockley Road, Crofton Park, London",21489,0.0196411657831676,20,YES,GROCER_BAKERY,Supermarket with a dedicated in-store bakery section offering a range of baked goods.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
1050974,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - other,E2 9NN,Tower Hamlets,"Co-operative, 228-232 Cambridge Heath Road, London",21489,0.0196411657831676,20,YES,GROCER_BAKERY,Supermarket with a dedicated in-store bakery section offering a range of baked goods.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
1128296,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - other,SE16 5EF,Southwark,"Unit A, 346, Rotherhithe Street, London",21489,0.0196411657831676,20,YES,GROCER_BAKERY,Supermarket with a dedicated in-store bakery section offering a range of baked goods.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
1157304,co operative,Co-Operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,EC3N 2LU,City of London Corporation,"America House, 2 America Square, London",21489,0.0196411657831676,20,UNCLEAR,UNCLEAR,No specific information found for this exact address and postcode to confirm bakery provision.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
1203127,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,W5 3AY,Ealing,"12 - 15 Hanger Green, Ealing",21489,0.0196411657831676,20,YES,GROCER_BAKERY,Supermarket with a dedicated in-store bakery section offering a range of baked goods.,20260901_164604_492,gemini-2.5-flash,2026-09-01T17:55:53
1340037,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SE15 3HL,Southwark,"86-96, Evelina Road, London",21489,0.0196411657831676,20,YES,GROCER_BAKERY,"Co-op convenience store with a ""Bakery"" section listed in its services.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1341515,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,UB6 0FT,Ealing,"Unit D, Tillermans Court, Grenan Square, Greenford",21489,0.0196411657831676,20,YES,UNCLEAR,"Co-op convenience store. While Co-op stores often have bakery sections, there is no affirmative evidence for this specific location.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1571430,co operative,Co-Operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW12 9BE,Wandsworth,"193A Balham High Road, London, Wandsworth",21489,0.0196411657831676,20,YES,GROCER_BAKERY,"Co-op convenience store with a ""Bakery"" section listed in its services.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1572039,co operative,Co-Operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW11 3BA,Wandsworth,"27 - 35 Battersea Bridge Road, London, Wandsworth",21489,0.0196411657831676,20,YES,GROCER_BAKERY,"Co-op convenience store with ""bakery items"" and specific bakery products like croissants and baguettes listed for delivery.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1572992,co operative,Co-Operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW11 3SE,Wandsworth,"Development Site Of 8 To 40 Chatfield Road, London, Wandsworth",21489,0.0196411657831676,20,YES,GROCER_BAKERY,"Co-op convenience store with a ""Bakery"" section listed in its services.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1573418,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,SW15 4DQ,Wandsworth,"39 Danebury Avenue, London, Wandsworth",21489,0.0196411657831676,20,YES,UNCLEAR,"Co-op convenience store. While Co-op stores often have bakery sections, there is no affirmative evidence for this specific location.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1862665,co operative,Co-operative,65964,GROCER_BAKERY,Retailers - supermarkets/hypermarkets,TW11 9JF,Richmond-Upon-Thames,"210 Kingston Road, Teddington, Richmond Upon Thames",21489,0.0196411657831676,20,YES,GROCER_BAKERY,"Co-op convenience store with a ""Bakery"" section listed in its services and specific bakery products like bagels listed for delivery.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1580150,the anchor,The Anchor,345716,NON_BAKERY,Takeaway/sandwich shop,DA5 3HG,Bexley,"36 Steynton Avenue, Bexley, Kent",21490,0.0196411064592626,3,YES,NON_BAKERY,"Fish and chips takeaway with a menu focused on fried items, burgers, and pies. Baked goods are incidental.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1704529,the anchor,The Anchor,345716,NON_BAKERY,Pub/bar/nightclub,SE13 7PY,Lewisham,"Anchor, 165 Lewisham Road, Ladywell, London",21490,0.0196411064592626,3,YES,NON_BAKERY,"Pub with a menu of traditional pub food, including burgers, pies, and fish and chips. No substantial bakery provision.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1798026,tampopo,Tampopo,414092,NON_BAKERY,Restaurant/Cafe/Canteen,SW19 3SG,Merton,"27 - 29 Hartfield Road, Wimbledon, Merton",21498,0.0196350275670155,2,YES,NON_BAKERY,"Restaurant serving Asian cuisine with a menu of small plates, curries, noodles, and rice dishes. Baked goods are not a substantial part of the offering.",20260901_164604_493,gemini-2.5-flash,2026-09-01T17:56:01
1695601,yohome,YOHOME,1543841,NON_BAKERY,Retailers - other,,Hammersmith and Fulham,"77 Fulham Palace Road, London",21524,0.0196162891912129,2,YES,GROCER_BAKERY,Yohome at 77 Fulham Palace Road is an Oriental lifestyle supermarket that sells Japanese patisserie.,20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
1375409,the dove,The Dove,345547,NON_BAKERY,Pub/bar/nightclub,E4 6EL,Waltham Forest,"Friday Hill, Chingford, London",21541,0.0196034503696204,2,YES,NON_BAKERY,"The Dove is a pub serving food and drinks, including Sunday roasts.",20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
484486,care home,Care Home,276579,NON_BAKERY,Caring Premises,SW16 3BU,Lambeth,"22 Streatham Common South, London",21564,0.0195853750107996,2,YES,NON_BAKERY,Care Home at 22 Streatham Common South is a residential care home for adults with mental health and related needs.,20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
1904045,the pantry catering,The Pantry Catering,1641417,NON_BAKERY,School/college/university,E15 2GW,Hackney,"E BAY LN  QUEEN ELIZABETH OLYMPIC PARK, Hackney, London",21615,0.0195462124682033,2,YES,NON_BAKERY,"The Pantry Catering is a catering service that also offers online delivery of ""Big Box Dinners"" and holiday meals. The FHRS type indicates it is associated with a school/college/university, but the primary business is catering.",20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
412450,duke of wellington public house,Duke Of Wellington Public House,412181,NON_BAKERY,Restaurant/Cafe/Canteen,SW1W 8TR,Westminster,"63 EATON TERRACE, LONDON",21618,0.019545654796493,2,YES,NON_BAKERY,Duke Of Wellington Public House at 63 Eaton Terrace is a traditional pub that serves food and drinks.,20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
1960401,heaven and earth rejoice,Heaven and earth rejoice,1960400,UNCLEAR,Takeaway/sandwich shop,SE16 2XB,Southwark,"Unit 23 City Business Centre, Lower Road, London",21627,0.0195358207470819,2,UNCLEAR,UNCLEAR,"The business ""Heaven and earth rejoice"" at Unit 23 City Business Centre, Lower Road, London, SE16 2XB cannot be identified from the available evidence. The search results primarily refer to a song.",20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
1032950,gurdwara sri guru singh sabha,Gurdwara Sri Guru Singh Sabha,1032813,NON_BAKERY,Restaurant/Cafe/Canteen,UB1 3AG,Ealing,"Sri Guru Singh Sabha, 2 - 8 Park Avenue, Southall",21650,0.0195132152572636,2,YES,NON_BAKERY,"Gurdwara Sri Guru Singh Sabha at 2 - 8 Park Avenue, Southall is a Sikh temple that provides free vegetarian meals (langar) as a community service, not as a primary retail bakery offering.",20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
1705729,azteca,Azteca,1024972,NON_BAKERY,Restaurant/Cafe/Canteen,SW11 1HG,Wandsworth,"5 - 9 Battersea Rise, London, Wandsworth",21657,0.0195089059977396,2,YES,NON_BAKERY,"Azteca at 5 - 9 Battersea Rise is a Mexican restaurant with Japanese influence, offering a menu of small plates, tacos, and cocktails.",20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
1858042,the lucky rat,The Lucky Rat,1858034,UNCLEAR,Retailers - other,NW3 3EP,Camden,"Swiss Cottage Market, Eton Avenue, London",21672,0.0194973002098019,2,YES,NON_BAKERY,"The Lucky Rat is a stall at Swiss Cottage Market, which is a farmers' market. While the market itself sells bread and cakes from various producers, there is no specific evidence to classify ""The Lucky Rat"" as a bakery.",20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
1571494,oak lodge school,Oak Lodge School,756903,NON_BAKERY,School/college/university,SW12 8NA,Wandsworth,"Oak Lodge School 101 Nightingale Lane, London, Wandsworth",21703,0.0194705790044626,2,YES,NON_BAKERY,"Oak Lodge School at 101 Nightingale Lane is a specialist day school with residential provision for students with hearing, speech, language, and communication needs.",20260901_164604_494,gemini-2.5-flash,2026-09-01T17:56:10
372545,royal british legion,Royal British Legion,276666,NON_BAKERY,Pub/bar/nightclub,RM14 3HL,Havering,"316 St Mary's Lane, Upminster",21714,0.0194587487395709,6,YES,NON_BAKERY,"Royal British Legion is a social club/pub, not a bakery.",20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
373817,royal british legion,Royal British Legion,276666,NON_BAKERY,Restaurant/Cafe/Canteen,RM3 0QB,Havering,"20 Athelstan Road, Romford",21714,0.0194587487395709,6,YES,NON_BAKERY,"Royal British Legion is a social club/restaurant, not a bakery.",20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
373966,royal british legion,Royal British Legion,276666,NON_BAKERY,Pub/bar/nightclub,RM5 3DT,Havering,"120 Collier Row Lane, Romford",21714,0.0194587487395709,6,YES,NON_BAKERY,"Royal British Legion is a social club/pub, not a bakery.",20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
422629,royal british legion,Royal British Legion,276666,NON_BAKERY,Pub/bar/nightclub,N10 3NG,Haringey,"British Legion, Muswell Hill Road, Hornsey, London",21714,0.0194587487395709,6,YES,NON_BAKERY,"Royal British Legion is a social club/pub, not a bakery.",20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
730584,royal british legion,Royal British Legion,276666,NON_BAKERY,Pub/bar/nightclub,KT4 8EG,Sutton,"69-75 Central Road, Worcester Park",21714,0.0194587487395709,6,YES,NON_BAKERY,"Royal British Legion is a social club/pub, not a bakery.",20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
1932834,biggie s,Biggie's,1874032,NON_BAKERY,Takeaway/sandwich shop,SW4 7UW,Lambeth,"68 Edgeley Lane, London",21774,0.0194142742183107,2,YES,NON_BAKERY,"Biggie's is a delivery-only kitchen primarily selling burgers, wings, and loaded fries.",20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
1672798,aoki,AOKI,1672242,NON_BAKERY,Restaurant/Cafe/Canteen,N1 7LP,Hackney,"15 WESTLAND PLACE, Hackney, London",21810,0.0193867093133455,3,YES,NON_BAKERY,"AOKI at this address is a restaurant/cafe serving Japanese cuisine, specifically sushi and ramen, with no substantial bakery provision.",20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
1796403,aoki,Aoki,1672242,NON_BAKERY,Takeaway/sandwich shop,SE15 1TF,Southwark,"Kitchen 22, 107-109, Ormside Street, London",21810,0.0193867093133455,3,YES,NON_BAKERY,"Aoki at this address is a takeaway/sandwich shop focusing on sushi and poke bowls, with no substantial bakery provision.",20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
805115,little elms daycare nursery,Little Elms Daycare Nursery,357147,NON_BAKERY,Caring Premises,BR3 4LS,Bromley,"28A Beckenham Road, Beckenham",21812,0.0193853966969616,4,YES,NON_BAKERY,Little Elms Daycare Nursery is a caring premises (nursery) and not a food establishment with bakery provision.,20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
838740,little elms daycare nursery,Little Elms Daycare Nursery,357147,NON_BAKERY,Caring Premises,SE10 9FL,Greenwich,"2 - 4 Wood Wharf, Greenwich",21812,0.0193853966969616,4,YES,NON_BAKERY,Little Elms Daycare Nursery is a caring premises (nursery) and not a food establishment with bakery provision.,20260901_164604_495,gemini-2.5-flash,2026-09-01T17:56:18
1628289,little elms daycare nursery,Little Elms Daycare Nursery,357147,NON_BAKERY,Caring Premises,BR2 9SX,Bromley,"2 Hook Farm Road, Bromley",21812,0.0193853966969616,4,YES,NON_BAKERY,"Daycare nursery, not a food establishment.",20260901_164604_496,gemini-2.5-flash,2026-09-01T17:56:26
