CleanBusinessName,BakeryLabel,DisplayName,LocationCount,SourceCategories
penash indian restaurant and bar,0,Penash Indian Restaurant & Bar,1,amenity=restaurant
pencil cottage,0,Pencil Cottage,1,amenity=cafe
pendas way local store and off licence,0,Pendas Way Local Store & Off Licence,1,shop=convenience
pendennis castle cafe,0,Pendennis Castle Cafe,1,amenity=cafe
pendergast s steakhouse,0,Pendergast's Steakhouse,1,amenity=restaurant
pendik pizza and kebab,0,Pendik Pizza & Kebab,1,amenity=fast_food
pendle brew,0,Pendle Brew,1,amenity=cafe
pendle kitchen at the arcade,0,Pendle Kitchen at the arcade,1,amenity=cafe
pendle marine,0,Pendle Marine,1,amenity=cafe
pendle street chip shop,0,Pendle Street Chip Shop,1,amenity=fast_food
pendletons,0,Pendletons,1,amenity=restaurant
pendras fish and chips,0,Pendras Fish and Chips,1,amenity=fast_food
pendy s caribbean cuisine,0,Pendy's Caribbean Cuisine,1,amenity=cafe
penelope s,0,Penelope's,1,amenity=cafe
penelope s deli,0,Penelope's Deli,1,amenity=cafe
penelope s farm shop,0,Penelope's Farm Shop,1,shop=deli
penelope s on the park,0,Penelope's on the Park,1,amenity=restaurant
penelope s pit stop,0,Penelope's Pit Stop,1,amenity=cafe
penelope s restaurant,0,Penelope's Restaurant,1,amenity=restaurant
penenden deli,0,Penenden Deli,1,amenity=cafe
penfold s kitchen,0,Penfold's Kitchen,1,amenity=cafe
penfolds convenience,0,Penfolds Convenience,1,shop=convenience
peng an,0,Peng An,1,amenity=fast_food
penge cafe,0,Penge Cafe,1,amenity=cafe
penge food and wine,0,Penge food and wine,1,shop=convenience
penge food centre,0,Penge Food Centre,1,shop=supermarket
penge masala,0,Penge Masala,1,amenity=restaurant
pengelly s cafe,0,Pengelly's Cafe,1,amenity=cafe
pengelly s fish and chips,0,Pengelly's Fish & Chips,1,amenity=fast_food
penguin,0,Penguin,1,amenity=fast_food
penguin cafe,0,Penguin Cafe,1,amenity=cafe
penguin kiosk,0,Penguin Kiosk,1,amenity=cafe
penhale news,0,Penhale News,1,shop=convenience
penhill fish bar,0,Penhill Fish Bar,1,amenity=fast_food
peninsula cafe,0,Peninsula Cafe,1,amenity=cafe
peninsula café,0,Peninsula Café,1,amenity=cafe
penistone fish and chips,0,Penistone Fish & Chips,1,amenity=fast_food
penistone spice flame and grill,0,Penistone Spice Flame & Grill,1,amenity=fast_food
penketh convenience store,0,Penketh Convenience Store,1,shop=convenience
penkhull community cafe in the penkhull village hall,0,Penkhull Community Cafe in the Penkhull Village Hall,1,amenity=cafe
penkhull convenience stores,0,Penkhull Convenience Stores,1,shop=convenience
penkhull fish and chip bar,0,Penkhull Fish & Chip Bar,1,amenity=fast_food
penkhull food and wine store,0,Penkhull Food & Wine Store,1,shop=convenience
penkhull sandwich shop,0,Penkhull Sandwich Shop,1,amenity=fast_food
penlee house,0,Penlee House,1,amenity=restaurant
penley s cafe bar and restaurant,0,Penley's Cafe Bar & Restaurant,1,amenity=restaurant
penmere fishbar,0,Penmere Fishbar,1,amenity=fast_food
penmore stores,0,Penmore Stores,1,shop=convenience
penn balti,0,Penn Balti,1,amenity=fast_food
penn chippy,0,Penn Chippy,1,amenity=fast_food
penn inn,0,Penn Inn,1,amenity=restaurant
penn local,0,Penn Local,1,shop=convenience
penn palace,0,Penn Palace,1,amenity=fast_food
pennant s jerk and gelato,0,Pennant's Jerk & Gelato,1,amenity=restaurant
pennells garden centre cafe,0,Pennells Garden Centre Cafe,1,amenity=cafe
penney s convenience store,0,Penney's Convenience Store,1,shop=convenience
pennfields plaice,0,Pennfields Plaice,1,amenity=fast_food
pennies from heaven,0,Pennies From Heaven,1,amenity=cafe
pennine provisions,0,Pennine Provisions,1,shop=supermarket
pennine stores,0,Pennine Stores,1,shop=convenience
pennington fish and chips,0,Pennington Fish and Chips,1,amenity=fast_food
penningtons bakery and sandwich shop,0,Penningtons Bakery & Sandwich Shop,1,shop=deli
penningtons butchers,0,Penningtons butchers,1,shop=butcher
penny,0,Penny,1,shop=convenience
penny bank cafe,0,Penny Bank Cafe,1,amenity=cafe
penny blacks,0,Penny Blacks,1,amenity=cafe
penny blue,0,Penny Blue,1,amenity=restaurant
penny drop cafe,0,Penny Drop Cafe,1,amenity=cafe
penny farthing coffee house,0,Penny Farthing Coffee House,1,amenity=cafe
penny garth cafe,0,Penny Garth Cafe,1,amenity=cafe
penny gate supermarket,0,Penny Gate Supermarket,1,shop=convenience
penny petroleum,0,Penny Petroleum,1,shop=convenience
penny s american diner,0,Penny's American Diner,1,amenity=cafe
penny s big bites,0,Penny's Big Bites,1,amenity=fast_food
penny s deli,0,Penny's Deli,1,amenity=cafe
penny s fish and chips,0,Penny's Fish & Chips,1,amenity=fast_food
penny s grocery off licence,0,Penny's Grocery Off Licence,1,shop=convenience
penny s news,0,Penny's News,1,shop=convenience
penny s pantry,0,Penny's Pantry,1,amenity=fast_food
penny s plaice,0,Penny's Plaice,1,amenity=fast_food
pennygate community cafe,0,Pennygate Community Cafe,1,amenity=cafe
pennyhill,0,Pennyhill,1,shop=convenience
pennys fine foods,0,Pennys Fine Foods,1,shop=deli
pennywise newsagents off licence and convenience store,0,"Pennywise Newsagents, Off Licence and Convenience Store",1,shop=convenience
penryn campus shop,0,Penryn Campus Shop,1,shop=convenience
penryn traditional fish and chips,0,Penryn Traditional Fish & Chips,1,amenity=fast_food
pensby fish bar,0,Pensby Fish Bar,1,amenity=fast_food
penshaw farm butchers,0,Penshaw Farm Butchers,1,shop=butcher
penshaw tandoori,0,Penshaw Tandoori,1,amenity=restaurant
penshaw tea room,0,Penshaw Tea Room,1,amenity=cafe
pensnett fish bar,0,Pensnett Fish Bar,1,amenity=fast_food
pentagon convenience store,0,Pentagon Convenience Store,1,shop=convenience
pentole and padelle,0,Pentole & Padelle,1,amenity=restaurant
pentolina,0,Pentolina,1,amenity=restaurant
penton stores,0,Penton Stores,1,shop=convenience
penwithick fish and chips,0,Penwithick Fish and Chips,1,amenity=fast_food
penwithick p o and stores,0,Penwithick P O & Stores,1,shop=supermarket
penwortham chop suey house,0,Penwortham Chop Suey House,1,amenity=fast_food
peony garden,0,Peony Garden,1,amenity=restaurant
peony gardens,0,Peony Gardens,1,amenity=fast_food
peony house,0,Peony House,1,amenity=fast_food
peony london,0,Peony London,1,amenity=restaurant
people pleaser salad,0,People Pleaser Salad,1,amenity=fast_food
people s choice cafe,0,People's Choice Cafe,1,amenity=restaurant
pepe,0,Pepe,1,amenity=restaurant
pepe and libby s cafe,0,Pepe & Libby's Cafe,1,amenity=cafe
pepe s fish bar,0,Pepe's Fish Bar,1,amenity=fast_food
pepe s takeaway,0,Pepe's Takeaway,1,amenity=fast_food
pepe sale,0,Pepe Sale,1,amenity=restaurant
pepenero pizza and deli,0,Pepenero Pizza & Deli,1,shop=deli
peperoncino,0,Peperoncino,1,amenity=fast_food
pepi s piri piri,0,Pepi's Piri Piri,1,amenity=restaurant
pepi s pizza,0,Pepi's Pizza,1,amenity=fast_food
pepi s pizza bar,0,Pepi's Pizza Bar,1,amenity=fast_food
pepino s,0,Pepino's,1,amenity=fast_food
pepitos,0,Pepitos,1,amenity=restaurant
peppa seed,0,Peppa seed,1,amenity=cafe
peppard stores,0,Peppard Stores,1,shop=convenience
peppe restaurant,0,Peppe Restaurant,1,amenity=restaurant
peppe s,0,Peppe's,1,amenity=restaurant
peppe s cafe,0,Peppe's Cafe,1,amenity=cafe
peppe s pizzeria,0,Peppe's Pizzeria,1,amenity=restaurant
peppe s ristorante,0,Peppe's Ristorante,1,amenity=restaurant
pepper,0,Pepper,1,shop=convenience
pepper chef,0,PePPer Chef,1,amenity=restaurant
pepper greenhouse,0,Pepper Greenhouse,1,amenity=restaurant
pepper lane chippy,0,Pepper Lane Chippy,1,amenity=fast_food
pepper pizza,0,Pepper Pizza,1,amenity=fast_food
pepper s burgers,0,Pepper's Burgers,1,amenity=fast_food
pepper s pantry,0,Pepper's Pantry,1,amenity=cafe
pepper street fryer,0,Pepper Street Fryer,1,amenity=fast_food
peppercorn,0,Peppercorn,1,amenity=fast_food
peppercorn chicken,0,Peppercorn Chicken,1,amenity=fast_food
peppercorns,0,Peppercorns,1,shop=deli
peppercorns cafe,0,Peppercorns Cafe,1,amenity=cafe
pepperell s meats,0,Pepperell's Meats,1,shop=butcher
pepperjacks,0,PepperJacks,1,amenity=fast_food
pepperman s deli,0,Pepperman's Deli,1,shop=deli
peppermill,0,Peppermill,1,amenity=cafe
peppermills,0,Peppermills,1,amenity=fast_food
peppermint,0,Peppermint,1,amenity=cafe
peppermint cottage,0,Peppermint Cottage,1,amenity=cafe
pepperoni palace,0,Pepperoni Palace,1,amenity=fast_food
pepperoni s,0,Pepperoni's,1,amenity=fast_food
peppers and spice,0,Peppers & Spice,1,amenity=restaurant
peppers city takeout,0,Peppers' City Takeout,1,amenity=fast_food
peppers convenience store,0,Peppers Convenience Store,1,shop=convenience
peppers deli,0,Peppers Deli,1,amenity=cafe
peppers express,0,Peppers Express,1,amenity=fast_food
peppers pasta and pizzeria,0,Peppers Pasta & Pizzeria,1,amenity=restaurant
peppers takeaway,0,Peppers Takeaway,1,amenity=fast_food
peppery rose,0,Peppery ROSE,1,amenity=restaurant
peppes chicken and pizza,0,Peppes Chicken And Pizza,1,amenity=fast_food
peppino s,0,Peppino's,1,amenity=fast_food
peppito,0,Peppito,1,amenity=restaurant
peps plaice,0,Peps Plaice,1,amenity=fast_food
per and kor,0,Per & Kor,1,amenity=restaurant
per bacco restaurant,0,Per Bacco Restaurant,1,amenity=restaurant
pera grill,0,Pera Grill,1,amenity=fast_food
pera kitchen,0,Pera Kitchen,1,amenity=restaurant
pera peri,0,Pera Peri,1,amenity=fast_food
perandori,0,Perandori,1,amenity=cafe
perch and co,0,Perch and Co,1,amenity=cafe
perch kitchen,0,Perch Kitchen,1,amenity=restaurant
perch on the pier,0,Perch on the Pier,1,amenity=restaurant
perch princes park,0,Perch Princes Park,1,amenity=cafe
percy dawes and sons,0,Percy Dawes & Sons,1,shop=butcher
percy s cafe,0,Percy's Cafe,1,amenity=cafe
percy s clay oven pizza,0,Percy's Clay Oven Pizza,1,amenity=fast_food
percy street express shop,0,Percy Street Express Shop,1,shop=convenience
percys bbq,0,Percys BBQ,1,amenity=fast_food
perestroyka,0,Perestroyka,1,shop=convenience
perfect bites,0,Perfect Bites,1,amenity=cafe
perfect blend,0,Perfect Blend,1,amenity=cafe
perfect charcoal grill,0,Perfect Charcoal Grill,1,amenity=fast_food
perfect chicken and pizza,0,Perfect Chicken and Pizza,1,amenity=fast_food
perfect chicken and ribs,0,Perfect Chicken & Ribs,1,amenity=fast_food
perfect chinese takeaway,0,Perfect Chinese Takeaway,1,amenity=fast_food
perfect delight,0,Perfect Delight,1,amenity=fast_food
perfect fried,0,Perfect Fried,1,amenity=fast_food
perfect fried chicken and pizza,0,Perfect Fried Chicken & Pizza,1,amenity=fast_food
perfect fried food,0,Perfect Fried Food,1,amenity=fast_food
perfect fry,0,Perfect Fry,1,amenity=fast_food
perfect kebab house,0,Perfect Kebab House,1,amenity=fast_food
perfect kitchen,0,Perfect Kitchen,1,amenity=fast_food
perfect pizza express,0,Perfect Pizza Express,1,amenity=fast_food
perfect pooch,0,Perfect Pooch,1,amenity=cafe
perfect sandwich,0,Perfect Sandwich,1,amenity=fast_food
perfect spud,0,Perfect Spud,1,amenity=fast_food
perfect taste,0,Perfect Taste,1,amenity=fast_food
perfecto pasta,0,Perfecto Pasta,1,amenity=cafe
perfetta pizzeria,0,Perfetta Pizzeria,1,amenity=restaurant
perfetto pizza,0,Perfetto Pizza,1,amenity=fast_food
perfinos,0,Perfinos,1,amenity=fast_food
peri bite,0,Peri Bite,1,amenity=fast_food
peri chick n grill,0,Peri Chick 'n' Grill,1,amenity=fast_food
peri chicken,0,Peri Chicken,1,amenity=fast_food
peri fried cottage,0,Peri Fried Cottage,1,amenity=fast_food
peri grill,0,Peri Grill,1,amenity=fast_food
peri house,0,Peri House,1,amenity=fast_food
peri hut 3,0,Peri Hut 3,1,amenity=fast_food
peri lick,0,Peri Lick,1,amenity=fast_food
peri mack,0,Peri Mack,1,amenity=fast_food
peri os,0,Peri'os,1,amenity=fast_food
peri passion,0,Peri Passion,1,amenity=fast_food
peri peri and pizza,0,Peri Peri & Pizza,1,amenity=fast_food
peri peri and pizza company,0,Peri Peri & Pizza Company,1,amenity=fast_food
peri peri cabin,0,Peri Peri Cabin,1,amenity=cafe
peri peri chicken cottage,0,Peri Peri Chicken Cottage,1,amenity=fast_food
peri peri chicken hut,0,Peri Peri Chicken Hut,1,amenity=fast_food
peri peri chicken shaq,0,Peri Peri Chicken Shaq,1,amenity=fast_food
peri peri grill and pizza,0,Peri Peri Grill and Pizza,1,amenity=fast_food
peri peri grill junction,0,Peri Peri Grill Junction,1,amenity=fast_food
peri peri house,0,Peri Peri House,1,amenity=restaurant
peri peri junction,0,Peri Peri Junction,1,amenity=fast_food
peri peri palace,0,Peri Peri Palace,1,amenity=fast_food
peri peri paradise,0,Peri Peri Paradise,1,amenity=fast_food
peri peri perfection,0,Peri Peri Perfection,1,amenity=fast_food
peri peri the grill,0,Peri Peri - The Grill,1,amenity=fast_food
peri pit,0,Peri Pit,1,amenity=fast_food
peri pizza,0,Peri Pizza,1,amenity=fast_food
peri pizza city,0,Peri Pizza City,1,amenity=restaurant
periasta,0,Periasta,1,amenity=fast_food
perico lounge,0,Perico Lounge,1,amenity=restaurant
perifect,0,Perifect,1,amenity=fast_food
perigano s,0,Perigano's,1,amenity=fast_food
perigo,0,Perigo,1,amenity=fast_food
perilicious grill,0,Perilicious Grill,1,amenity=restaurant
perilla,0,Perilla,1,amenity=restaurant
perillas,0,Perillas,1,amenity=fast_food
perioz,0,Perioz,1,amenity=restaurant
periwinkle cottage,0,Periwinkle Cottage,1,amenity=cafe
perizone,0,PeriZone,1,amenity=fast_food
perk,0,Perk,1,amenity=cafe
perk cafe,0,Perk Cafe,1,amenity=cafe
perkins,0,Perkins,1,amenity=restaurant
perkins of reigate,0,Perkins of Reigate,1,shop=butcher
perkinsville superstore,0,Perkinsville Superstore,1,shop=convenience
perks and white,0,Perks and White,1,amenity=cafe
perky blenders x goodvibes,0,Perky Blenders x Goodvibes,1,amenity=cafe
perky grinders,0,Perky Grinders,1,amenity=cafe
perkyn s,0,Perkyn's,1,amenity=cafe
perkys,0,Perkys,1,amenity=cafe
perla market,0,Perla Market,1,shop=convenience
perla nera,0,Perla Nera,1,amenity=restaurant
permier burger and pizza,0,Permier Burger & Pizza,1,amenity=fast_food
permit room,0,Permit Room,1,amenity=restaurant
perne road s co operative food,0,Perne Road's Co-Operative Food,1,shop=convenience
perola do atlantico snack bar,0,Perola Do Atlantico Snack Bar,1,amenity=fast_food
perran kebab and pizza,0,Perran Kebab & Pizza,1,amenity=fast_food
perranwell stores and post office,0,Perranwell Stores and Post Office,1,shop=convenience
perry barr grocery,0,Perry Barr Grocery,1,shop=convenience
perry cafe,0,Perry Cafe,1,amenity=cafe
perry fish and chips,0,Perry Fish & Chips,1,amenity=fast_food
perry green pizza,0,Perry Green Pizza,1,amenity=fast_food
perry grill,0,Perry Grill,1,amenity=cafe
perry hill fish bar,0,Perry Hill Fish Bar,1,amenity=fast_food
perry park stores,0,Perry Park Stores,1,shop=convenience
perry s butcher,0,Perry's Butcher,1,shop=butcher
perry s butchers,0,Perry's Butchers,1,shop=butcher
perry s fish and chips,0,Perry's Fish & Chips,1,amenity=fast_food
perryhill farm butchers,0,Perryhill Farm Butchers,1,shop=butcher
perryhill orchards tea rooms,0,Perryhill Orchards Tea Rooms,1,amenity=cafe
perrys,0,Perrys,1,shop=convenience
perrywood coffee shop,0,Perrywood Coffee Shop,1,amenity=restaurant
perrywood garden centre coffee shop,0,Perrywood Garden Centre Coffee Shop,1,amenity=cafe
persepolis,0,Persepolis,1,amenity=restaurant
persia grill house,0,Persia Grill House,1,amenity=restaurant
persia iranian cuisine,0,Persia Iranian Cuisine,1,amenity=cafe
persia restaurant,0,Persia Restaurant,1,amenity=restaurant
persian bite,0,Persian Bite,1,amenity=fast_food
persian delight,0,Persian Delight,1,amenity=fast_food
persian empire,0,Persian Empire,1,amenity=restaurant
persian flame,0,Persian Flame,1,amenity=restaurant
persian food station,0,Persian Food Station,1,amenity=restaurant
persian grill kitchen,0,Persian Grill Kitchen,1,amenity=fast_food
persian grill watford,0,Persian Grill Watford,1,amenity=restaurant
persian gulf ltd,0,Persian Gulf Ltd,1,shop=convenience
persian kebab,0,Persian Kebab,1,amenity=fast_food
persian kitchen,0,Persian Kitchen,1,amenity=restaurant
persian mini market,0,Persian Mini Market,1,shop=convenience
persian nights,0,Persian Nights,1,amenity=fast_food
persian riverside,0,Persian riverside,1,amenity=restaurant
persian taste,0,Persian Taste,1,amenity=restaurant
persico s,0,Persico's,1,amenity=fast_food
perspolis mini super market,0,Perspolis Mini Super Market,1,shop=convenience
perton fish and chips,0,Perton Fish & Chips,1,amenity=fast_food
peru perdu,0,Peru Perdu,1,amenity=restaurant
peruga,0,Peruga,1,amenity=restaurant
pes cobra,0,Pes Cobra,1,amenity=fast_food
peshawar kebab house,0,Peshawar Kebab House,1,amenity=fast_food
peshawari abaseen roti house,0,Peshawari Abaseen Roti House,1,amenity=fast_food
pestle and mortar noodle bar tea room asian grocers,0,"Pestle & Mortar: Noodle Bar, Tea Room, Asian Grocers",1,amenity=restaurant
pesto at the walton arms,0,Pesto at The Walton Arms,1,amenity=restaurant
pesto at the white swan,0,Pesto at the White Swan,1,amenity=restaurant
pesto dicconson arms,0,Pesto Dicconson Arms,1,amenity=restaurant
pesto italiano,0,Pesto Italiano,1,amenity=restaurant
pet cafe,0,Pet Cafe,1,amenity=cafe
pet perfection,0,Pet Perfection,1,shop=convenience
pet store,0,Pet store,1,shop=convenience
petal pusher,0,Petal Pusher,1,amenity=cafe
petalo lounge,0,Petalo Lounge,1,amenity=restaurant
pete s bun shop,0,Pete's Bun Shop,1,amenity=cafe
pete s cafe,0,Pete's Cafe,1,amenity=cafe
pete s fish and chips,0,Pete's Fish and Chips,1,amenity=fast_food
pete s fish and grill,0,Pete's Fish & Grill,1,amenity=fast_food
pete s fish bar,0,Pete's Fish Bar,1,amenity=fast_food
pete the meat,0,Pete the Meat,1,shop=butcher
petek,0,Petek,1,amenity=restaurant
peter canlin,0,Peter Canlin,1,amenity=fast_food
peter chan s chinese,0,Peter Chan's Chinese,1,amenity=fast_food
peter coates and sons,0,Peter Coates & Sons,1,shop=butcher
peter cusworth,0,Peter Cusworth,1,shop=butcher
peter dorans butchers,0,Peter Dorans Butchers,1,shop=butcher
peter goss butchers ltd,0,Peter Goss Butchers Ltd,1,shop=butcher
peter hutchinson,0,Peter Hutchinson,1,shop=butcher
peter j dale,0,Peter J Dale,1,shop=butcher
peter morris butchers,0,Peter Morris Butchers,1,shop=butcher
peter nauton news,0,Peter Nauton News,1,shop=convenience
peter pan pizza,0,Peter Pan Pizza,1,amenity=fast_food
peter pizzeria,0,Peter Pizzeria,1,amenity=restaurant
peter rabbit and friends cafe,0,Peter Rabbit and Friends Cafe,1,amenity=cafe
peter s cafe,0,Peter's Cafe,1,amenity=cafe
peter s chinese,0,Peter's Chinese,1,amenity=fast_food
peter s convenience store,0,Peter's Convenience Store,1,shop=convenience
peter s fish and chips,0,Peter's Fish & Chips,1,amenity=fast_food
peter s fish and kebab,0,Peter's Fish & Kebab,1,amenity=fast_food
peter s hut snack bar,0,Peter's Hut Snack Bar,1,amenity=fast_food
peter s kitchen,0,Peter's Kitchen,1,amenity=fast_food
peter s mini market,0,Peter's Mini Market,1,shop=convenience
peter s pan,0,Peter's Pan,1,amenity=fast_food
peter s pizza s,0,Peter's Pizza's,1,amenity=fast_food
peter s pizzeria,0,Peter's Pizzeria,1,amenity=restaurant
peter s place,0,Peter's Place,1,amenity=cafe
peter s snack bar,0,Peter's Snack Bar,1,amenity=cafe
peter s tavern,0,Peter's Tavern,1,amenity=restaurant
peter stevens butchers,0,Peter Stevens Butchers,1,shop=butcher
peter street kitchen,0,Peter Street Kitchen,1,amenity=restaurant
peter treble,0,Peter Treble,1,shop=butcher
peterborough café,0,Peterborough Café,1,amenity=cafe
peters chinese chip shop,0,Peters Chinese Chip Shop,1,amenity=fast_food
peters fish bar,0,Peters Fish Bar,1,amenity=fast_food
petersfield kebab house,0,Petersfield Kebab House,1,amenity=fast_food
petersham nurseries restaurant,0,Petersham Nurseries (Restaurant),1,amenity=restaurant
peterstow village store,0,Peterstow Village Store,1,shop=convenience
petes chippy,0,Petes Chippy,1,amenity=fast_food
petes pan,0,Petes Pan,1,amenity=fast_food
petisco,0,Petisco,1,amenity=restaurant
petit bistro,0,Petit Bistro,1,amenity=restaurant
petit bleu,0,Petit Bleu,1,amenity=cafe
petit cafe,0,Petit Cafe,1,amenity=cafe
petit coco bistro,0,Petit Coco Bistro,1,amenity=restaurant
petit coin,0,Petit Coin,1,amenity=cafe
petit déjeuner,0,Petit Déjeuner,1,amenity=cafe
petit fi,0,Petit Fi,1,amenity=cafe
petit gateau rora ha,0,Petit Gateau Rora Ha,1,amenity=cafe
petit paris,0,Petit Paris,1,amenity=restaurant
petit pois,0,Petit Pois,1,amenity=restaurant
petite afrique,0,Petite Afrique,1,amenity=restaurant
petite m,0,Petite M,1,amenity=cafe
petite pancakes,0,Petite Pancakes,1,amenity=cafe
petite pâtisserie,0,Petite Pâtisserie,1,amenity=cafe
petite terre,0,Petite Terre,1,amenity=restaurant
petitou,0,Petitou,1,amenity=cafe
petr annettes vintage barn cafe,0,Petr Annettes Vintage Barn cafe,1,amenity=cafe
petra pizzeria,0,Petra Pizzeria,1,amenity=fast_food
petrocchi,0,Petrocchi,1,amenity=restaurant
petrol station,0,Petrol station,1,shop=convenience
petronys pizza,0,Petronys Pizza,1,amenity=fast_food
petros,0,Petros,1,amenity=restaurant
petrou bros,0,Petrou Bros,1,amenity=fast_food
petrus,0,Petrus,1,amenity=restaurant
pets at home,0,Pets At Home,1,shop=supermarket
petticoats,0,Petticoats,1,amenity=cafe
petts wood kebab house,0,Petts Wood Kebab House,1,amenity=fast_food
petts wood mini market,0,Petts Wood Mini Market,1,shop=convenience
peverel green supermarket,0,Peverel Green Supermarket,1,shop=convenience
peverell pantry,0,Peverell Pantry,1,amenity=fast_food
pevex polish delicatessen,0,Pevex Polish Delicatessen,1,shop=deli
peweks,0,Peweks,1,shop=supermarket
pewex food plus,0,Pewex Food Plus,1,shop=supermarket
pewex polskie delikatesy,0,Pewex Polskie Delikatesy,1,shop=convenience
pewex taste of poland,0,Pewex Taste of Poland,1,shop=convenience
pewsham chinese kitchen,0,Pewsham Chinese Kitchen,1,amenity=fast_food
pex fish and chips,0,Pex Fish & Chips,1,amenity=fast_food
peyote,0,Peyote,1,amenity=restaurant
pezzo cafe,0,Pezzo Cafe,1,amenity=cafe
pfc espresso,0,PFC Espresso,1,amenity=fast_food
pfc express,0,PFC Express,1,amenity=fast_food
pfc kebab,0,PFC Kebab,1,amenity=fast_food
pfc perfect fried chicken,0,PFC Perfect Fried Chicken,1,amenity=fast_food
pfk kebab house,0,PFK Kebab House,1,amenity=fast_food
pgr,0,PGR,1,amenity=restaurant
pgs,0,PGS,1,shop=convenience
pha chen roen thai supermarket formerly dress circle,0,Pha-Chen-Roen Thai Supermarket (Formerly Dress Circle),1,shop=supermarket
phakoon thai kitchen,0,Phakoon Thai Kitchen,1,amenity=restaurant
pham house,0,Pham House,1,amenity=restaurant
pham sushi,0,Pham Sushi,1,amenity=restaurant
phambra food store,0,Phambra Food Store,1,shop=supermarket
phansa thai,0,Phansa Thai,1,amenity=restaurant
phanthong,0,Phanthong,1,amenity=restaurant
phanthong thai,0,Phanthong Thai,1,amenity=restaurant
phanthong thai restaurant,0,Phanthong Thai Restaurant,1,amenity=restaurant
pharmacie cafe,0,Pharmacie Cafe,1,amenity=cafe
pharmacy 2,0,Pharmacy 2,1,amenity=restaurant
pharoah s pizza,0,Pharoah's Pizza,1,amenity=fast_food
pharos food news and booze,0,Pharos Food News and Booze,1,shop=convenience
phase 2 cafe,0,Phase 2 Cafe,1,amenity=cafe
phat bois,0,Phat Bois,1,amenity=fast_food
phat kebab,0,Phat Kebab,1,amenity=fast_food
phatboyz,0,Phatboyz,1,amenity=fast_food
phatbuns,0,PHATbuns,1,amenity=fast_food
phatt flavours,0,Phatt Flavours,1,amenity=fast_food
phattiez,0,Phattiez,1,amenity=fast_food
phatty z,0,Phatty’z,1,amenity=fast_food
phelans,0,Phelans,1,shop=convenience
pheonix cafe,0,Pheonix Cafe,1,amenity=cafe
pheonix house,0,Pheonix House,1,amenity=fast_food
pheriwala,0,Pheriwala,1,amenity=restaurant
phetpailin thai,0,Phetpailin Thai,1,amenity=restaurant
phi,0,Phi,1,amenity=restaurant
phil arden master butcher,0,Phil Arden Master Butcher,1,shop=butcher
phil davies,0,Phil Davies,1,shop=butcher
phil day tradional family butchers,0,Phil Day Tradional Family Butchers,1,shop=butcher
phil day traditional family butchers,0,Phil Day Traditional Family Butchers,1,shop=butcher
phil s famous chippy,0,Phil's Famous Chippy,1,amenity=fast_food
phil s sausages,0,Phil's Sausages,1,shop=butcher
phil s takeaway,0,Phil's Takeaway,1,amenity=fast_food
philac,0,PhiLac,1,amenity=restaurant
philharmonic mini market,0,Philharmonic Mini Market,1,shop=convenience
philip c paddock,0,Philip C Paddock,1,shop=butcher
philip james butchers,0,Philip James Butchers,1,shop=butcher
philip warren,0,Philip Warren,1,shop=butcher
philips butchers,0,Philips Butchers,1,shop=butcher
philips news,0,Philips News,1,shop=convenience
philipsan sushi,0,Philipsan Sushi,1,amenity=restaurant
phill s cafe,0,Phill's Cafe,1,amenity=cafe
phill ya boots cafe,0,Phill Ya Boots Cafe,1,amenity=cafe
philli s,0,Philli's,1,amenity=restaurant
phillies,0,Phillies,1,amenity=restaurant
phillies cafe,0,Phillies Cafe,1,amenity=cafe
philling s,0,Philling's,1,amenity=fast_food
phillip eley butchers,0,Phillip Eley Butchers,1,shop=butcher
phillip s,0,Phillip's,1,amenity=fast_food
phillips,0,Phillips,1,amenity=fast_food
phillips lane chippy,0,Phillips Lane Chippy,1,amenity=fast_food
phillmore garden centre cafe,0,Phillmore Garden Centre Cafe,1,amenity=cafe
phillpotts sandwiches,0,Phillpotts Sandwiches,1,amenity=fast_food
phillys,0,Phillys,1,amenity=fast_food
philo s,0,Philo's,1,amenity=cafe
philpin farm snack bar,0,Philpin Farm Snack Bar,1,amenity=cafe
philpotts sandwiches,0,Philpotts Sandwiches,1,amenity=fast_food
pho 23,0,Pho 23,1,amenity=restaurant
pho 37,0,Pho 37,1,amenity=restaurant
pho 80,0,Pho 80,1,amenity=restaurant
pho and bun,0,Pho & Bun,1,amenity=restaurant
pho and poke,0,Pho and Poke,1,amenity=fast_food
pho bowl,0,Pho Bowl,1,amenity=restaurant
pho city,0,Pho City,1,amenity=restaurant
pho cue,0,Pho Cue,1,amenity=restaurant
pho deli,0,Pho Deli,1,shop=deli
pho district,0,Pho District,1,amenity=restaurant
pho hanoi,0,Pho Hanoi,1,amenity=fast_food
pho house,0,PHO House,1,amenity=restaurant
pho husons,0,Pho Husons,1,amenity=restaurant
pho inn,0,Pho Inn,1,amenity=cafe
pho lounge,0,Pho Lounge,1,amenity=restaurant
pho me,0,Pho Me,1,amenity=restaurant
pho moc,0,Pho Moc,1,amenity=fast_food
pho nam,0,Pho Nam,1,amenity=restaurant
pho no 1,0,Pho No_1,1,amenity=fast_food
pho restaurant,0,Pho Restaurant,1,amenity=restaurant
pho saigon,0,Pho Saigon,1,amenity=restaurant
pho street,0,Pho Street,1,amenity=restaurant
pho t2,0,Pho T2,1,amenity=restaurant
