FHRSID,BusinessName,BusinessType,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,BusinessNameClean
1384869,Nourish Contract Catering @ St John Fisher Catholic School,School/college/university,DA18 4BA,Bexley,0.132197,51.495011,nourish contract catering st john fisher catholic school
1384870,MJ Convenience Store,Retailers - other,DA8 3HY,Bexley,0.175634,51.472028,mj convenience store
1384871,Stop And Go Convenience Store,Retailers - other,DA8 3HG,Bexley,0.162699,51.475594,stop and go convenience store
1384872,Blush Parties And Balloons,Other catering premises,DA5 1BT,Bexley,0.12105,51.4479917,blush parties and balloons
1384873,Greys Tea And Coffee House,Restaurant/Cafe/Canteen,DA5 1AH,Bexley,0.1485511,51.4412138,greys tea and coffee house
1387939,Tom's Butchers,Retailers - other,DA15 9NB,Bexley,0.1040318,51.4506546,tom s butchers
1387940,Letterbox Treats,Retailers - other,DA14,Bexley,,,letterbox treats
1387942,Poundstretcher,Retailers - other,DA6 7HF,Bexley,0.143749997019768,51.4565887451172,poundstretcher
1387944,Nourish Contract Catering @ Our Lady Of The Rosary School,School/college/university,DA15 8QW,Bexley,,,nourish contract catering our lady of the rosary school
1387945,The Croft Nursery,Caring Premises,DA6 8LQ,Bexley,0.1311326,51.4571255,the croft nursery
1387947,Break Through School,Caring Premises,DA17 5JX,Bexley,0.143946006894112,51.4801559448242,break through school
1387948,Break Through School,School/college/university,DA17 5JG,Bexley,0.1457974,51.482497,break through school
1387957,Nourish Contract Catering @ St Stephens RC Primary School,School/college/university,DA16 3QG,Bexley,0.104009,51.464162,nourish contract catering st stephens rc primary school
1389703,Masterfryer,Takeaway/sandwich shop,DA15 9PS,Bexley,0.103588,51.450942,masterfryer
1391501,Premier Bexley,Retailers - other,DA5 1AD,Bexley,0.147161,51.441563,premier bexley
1391502,Londis,Retailers - other,SE28 8EY,Bexley,0.1211533,51.5091595,londis
1394176,1st Bed Guest House,Hotel/bed & breakfast/guest house,DA6 8NP,Bexley,0.137769,51.455503,1st bed guest house
1394178,Top Fryers,Takeaway/sandwich shop,DA14 6ER,Bexley,0.106718,51.4245,top fryers
1394184,Bexley Country Markets Cafe,Restaurant/Cafe/Canteen,DA5 1AB,Bexley,0.147981,51.441548,bexley country markets cafe
1398184,Morley's,Takeaway/sandwich shop,DA7 4QU,Bexley,0.132757,51.465342,morley s
1398185,Ginty's Cakes,Retailers - other,DA8 ,Bexley,,,ginty s cakes
1402872,Cake Box Sidcup,Retailers - other,DA14 6DS,Bexley,0.1018449,51.4262418,cake box sidcup
1402877,Red Squirrel Shop,Retailers - other,DA1 4BZ,Bexley,0.1723574,51.451027,red squirrel shop
1402880,Independent Catering Management At Dulverton Primary School,School/college/university,SE9 3RH,Bexley,0.0809898,51.4354901,independent catering management at dulverton primary school
1405393,Robert Banks,Other catering premises,DA15,Bexley,,,robert banks
1408384,The Hangar Sidcup,Pub/bar/nightclub,DA15 9ER,Bexley,0.102663,51.4453013,the hangar sidcup
1408385,The Hangar Welling,Pub/bar/nightclub,DA16 3PB,Bexley,0.1055476,51.4626329,the hangar welling
1408387,The Contract Dining Company @ Danson Primary School,School/college/university,DA16 2BH,Bexley,0.108779,51.457395,the contract dining company danson primary school
1408391,Lottie's Day Nursery Sidcup,Caring Premises,DA15 9AE,Bexley,0.1032854,51.4359914,lottie s day nursery sidcup
1408395,Fabulous Candy,Mobile caterer,DA17,Bexley,,,fabulous candy
1408398,Hong Ma / Jai Wei,Mobile caterer,DA16,Bexley,,,hong ma jai wei
1408403,Catch.,Restaurant/Cafe/Canteen,DA14 6EH,Bexley,0.1043222,51.42537,catch
1411107,Rombi's,Retailers - other,DA17 5LJ,Bexley,0.1441985,51.481573,rombi s
1411110,Chef Santosh Catering,Other catering premises,DA16,Bexley,,,chef santosh catering
1411114,Perfect Charcoal Grill,Takeaway/sandwich shop,SE9 2RL,Bexley,0.0804022,51.4589631,perfect charcoal grill
1411276,The Door Hinge,Pub/bar/nightclub,DA16 1TR,Bexley,0.112623,51.462083,the door hinge
1413576,Renata`s Cake Creations,Retailers - other,DA15,Bexley,,,renata s cake creations
1417247,Greek Souvlaki,Restaurant/Cafe/Canteen,DA6 7ES,Bexley,0.1406576,51.4570329,greek souvlaki
1417254,The Pantry @ Old Bexley Juniors,School/college/university,DA5 3JR,Bexley,0.1413986,51.4402745,the pantry old bexley juniors
1417417,Ren's Little Kitchen,Retailers - other,DA15,Bexley,,,ren s little kitchen
1422442,Susiebics,Retailers - other,DA14,Bexley,,,susiebics
1422443,Local Mini Market,Retailers - other,DA7 6HD,Bexley,0.157818,51.465523,local mini market
1422444,Ideal Hampers 4 All,Retailers - other,DA7 ,Bexley,,,ideal hampers 4 all
1422446,Fudi People,Retailers - other,DA14,Bexley,,,fudi people
1422453,Happy Shopper,Retailers - other,,Bexley,0.1023267,51.4323485,happy shopper
1422460,Maxin Kebab Chicken Pizza & Ribs,Takeaway/sandwich shop,DA1 4HH,Bexley,0.17736,51.452319,maxin kebab chicken pizza and ribs
1422792,The Penny Farthing,Pub/bar/nightclub,DA1 4JJ,Bexley,0.178439,51.452308,the penny farthing
1424034,Nuovo K,Retailers - other,DA15 7AJ,Bexley,0.10221,51.434411,nuovo k
1424035,The Perfect Crab Shack,Mobile caterer,DA17 5EN,Bexley,0.140758,51.484019,the perfect crab shack
1424037,Uncle Beef,Retailers - other,DA1 4HG,Bexley,0.1778753,51.4523455,uncle beef
1426520,The Iron Horse Also T/A Sheeba Frances Ltd,Pub/bar/nightclub,DA15 7AB,Bexley,0.102544002234936,51.4347839355469,the iron horse also t a sheeba frances ltd
1426521,Londis Kent Supermarket,Retailers - other,DA6 7EJ,Bexley,0.139388,51.4572,londis kent supermarket
1426527,Wrfoods/ WR Grab 'n' Go,Takeaway/sandwich shop,SE28,Bexley,,,wrfoods wr grab n go
1430987,Masala Inn Indian Restaurant,Restaurant/Cafe/Canteen,DA6 7AU,Bexley,0.138277,51.45776,masala inn indian restaurant
1430992,Salt & Batter,Takeaway/sandwich shop,DA16 1AX,Bexley,0.120691,51.476488,salt and batter
1435527,The Master Fryer,Takeaway/sandwich shop,DA5 1AA,Bexley,0.149978,51.441791,the master fryer
1435531,Brasileiro,Retailers - other,DA14 6EZ,Bexley,0.1054374,51.4249093,brasileiro
1435535,Uncle Beef Butcher's Block & Grill,Restaurant/Cafe/Canteen,DA1 4HG,Bexley,0.1778753,51.4523455,uncle beef butcher s block and grill
1436322,Niro Express,Retailers - other,DA15 8QD,Bexley,0.087569,51.450949,niro express
1437300,Serco PECS,Other catering premises,DA6 7ND,Bexley,,,serco pecs
1438462,4YaParty Weddings And Events,Retailers - other,DA16,Bexley,,,4yaparty weddings and events
1438464,Greggs,Retailers - other,DA1 4LB,Bexley,0.1823267,51.4503112,greggs
1438467,Slimming World Franchise,Retailers - other,DA16 3RS,Bexley,0.0896608,51.4677214,slimming world franchise
1450209,Perfect Cafe,Restaurant/Cafe/Canteen,DA15 8PW,Bexley,0.101729,51.45057,perfect cafe
1454194,Racheal Cooks,Other catering premises,DA8 ,Bexley,,,racheal cooks
1455606,Holroyd Howe At West Lodge School,School/college/university,DA15 7DU,Bexley,0.102545,51.431374,holroyd howe at west lodge school
1455608,Yo! To Go!,Takeaway/sandwich shop,DA16 1TH,Bexley,,,yo to go
1455615,My Sherrie Cakes & Bakes,Retailers - other,DA17,Bexley,,,my sherrie cakes and bakes
1455616,Spring Bakes,Retailers - other,DA8 ,Bexley,,,spring bakes
1455617,Caffe Papavero,Takeaway/sandwich shop,DA5 1AQ,Bexley,0.147823,51.440328,caffe papavero
1455619,Londis,Retailers - other,DA17 6JJ,Bexley,0.151628,51.491554,londis
1468765,YSP Oriental Supermarket,Retailers - other,DA16 3PB,Bexley,0.1050038,51.4627056,ysp oriental supermarket
1468766,Iro Sushi,Takeaway/sandwich shop,DA16 3PB,Bexley,0.104435,51.462797,iro sushi
1468768,Royal Steak House,Restaurant/Cafe/Canteen,DA16 3QR,Bexley,0.100719,51.4637627,royal steak house
1468769,The Salvation Army Bexleyheath,Retailers - other,DA6 8NR,Bexley,0.1358,51.4575082,the salvation army bexleyheath
1469412,KC's Cakery,Retailers - other,DA15,Bexley,,,kc s cakery
1471056,Homeland Cuisine Also T/a Madam Foodie Nig & O'kulala Africa,Takeaway/sandwich shop,DA18,Bexley,,,homeland cuisine also t a madam foodie nig and o kulala africa
1471057,The Tipsy Bakery,Retailers - other,DA6 7AU,Bexley,0.1380999,51.457745,the tipsy bakery
1471059,Grazing By Aida,Other catering premises,DA1 ,Bexley,,,grazing by aida
1471060,Barnehurst Golf Club,Pub/bar/nightclub,DA7 6JU,Bexley,0.169205,51.460348,barnehurst golf club
1488653,Broadway News,Retailers - other,DA6 7DU,Bexley,0.1459508,51.4566393,broadway news
1488654,Stop & Shop,Retailers - other,DA6 8DG,Bexley,0.1357978,51.457769,stop and shop
1488655,Patisserie Bellaree,Retailers - other,DA7 ,Bexley,,,patisserie bellaree
1488657,Nando's,Takeaway/sandwich shop,DA1 4BZ,Bexley,0.1717593,51.4508582,nando s
1488662,Bexley Kids School Of Cookery,Other catering premises,DA16 2BL,Bexley,0.108472,51.4567439,bexley kids school of cookery
1494694,Cavy Foodhouse,Other catering premises,SE2 ,Bexley,,,cavy foodhouse
1494699,Sidcup Day Nursery,Caring Premises,DA14 6QL,Bexley,0.085747,51.430549,sidcup day nursery
1494704,Jesse's Place Foundation,Caring Premises,DA18 4DW,Bexley,,,jesse s place foundation
1494706,Basecamp Lounge And Restaurant,Restaurant/Cafe/Canteen,DA6 8AL,Bexley,0.134914,51.45819,basecamp lounge and restaurant
1494711,Xmorganbakesx,Retailers - other,DA16,Bexley,,,xmorganbakesx
1494714,Mooboo Bubble Tea,Takeaway/sandwich shop,DA6 7JJ,Bexley,,,mooboo bubble tea
1494716,Mooboo Sidcup,Takeaway/sandwich shop,DA14 6DW,Bexley,0.1026158,51.4264259,mooboo sidcup
1501444,Mr Whippy - DG04 TTV,Mobile caterer,DA8 1QX,Bexley,0.1661682,51.4807913,mr whippy dg04 ttv
1501453,Wafflenest,Takeaway/sandwich shop,DA8 3EZ,Bexley,0.161298852276433,51.4713503824543,wafflenest
1502743,Kebabies,Takeaway/sandwich shop,DA7 4RD,Bexley,0.132463,51.464287,kebabies
1502744,China Red Chinese Takeaway,Takeaway/sandwich shop,DA8 1PP,Bexley,0.165868,51.483801,china red chinese takeaway
1514729,Elite Fish Bar,Takeaway/sandwich shop,DA16 1TY,Bexley,0.108785,51.462512,elite fish bar
1514731,Acsa.homemade,Retailers - other,DA17,Bexley,,,acsa homemade
1519438,Morrisons Daily,Retailers - other,DA15 8DL,Bexley,0.08779,51.440649,morrisons daily
1519439,Morrisons Daily,Retailers - other,DA8 2NU,Bexley,0.190737,51.468365,morrisons daily
1519440,Tanya.vak.cakes,Retailers - other,DA16,Bexley,,,tanya vak cakes
1519441,Pure Grace Homes,Caring Premises,SE28 8PU,Bexley,0.1235518,51.5108428,pure grace homes
1519443,Starbucks Coffee,Restaurant/Cafe/Canteen,DA14 6DW,Bexley,0.1019456,51.4265548,starbucks coffee
1523663,Subway,Restaurant/Cafe/Canteen,DA14 6ED,Bexley,0.103633,51.426228,subway
1523669,Cacio E Pepe,Restaurant/Cafe/Canteen,DA15 8DG,Bexley,0.088485,51.440115,cacio e pepe
1523673,Wellspring Cafe,Restaurant/Cafe/Canteen,DA16 1QJ,Bexley,0.10868895,51.4643255,wellspring cafe
1523678,Wong's Kitchen,Takeaway/sandwich shop,DA16 1ST,Bexley,0.114319,51.461711,wong s kitchen
1523679,Diya Chicken,Takeaway/sandwich shop,DA8 1AN,Bexley,0.171784,51.485544,diya chicken
1526513,Sidcup Fish Bar,Takeaway/sandwich shop,DA15 8DJ,Bexley,0.087179,51.441127,sidcup fish bar
1526514,Crayford Community Fridge,Retailers - other,DA1 4DD,Bexley,0.175053,51.452542,crayford community fridge
1526515,Wiggles Farmshop,Retailers - other,DA7 ,Bexley,,,wiggles farmshop
1526518,Food Bank At Christ Apostolic Church Dove House,Retailers - other,DA16 3AT,Bexley,0.1064941,51.465053,food bank at christ apostolic church dove house
1526520,Lunchies,Takeaway/sandwich shop,DA17 6AW,Bexley,0.158879,51.492266,lunchies
1533335,Foster's Breakfast And Afterschool Club,Caring Premises,DA16 1PN,Bexley,0.121798,51.463096,foster s breakfast and afterschool club
1533337,Power Crust Pizza,Mobile caterer,DA7 ,Bexley,,,power crust pizza
1533339,MFG Londis,Retailers - other,DA7 5AH,Bexley,0.1472693,51.4657071,mfg londis
1533340,Bexley AC Tuck Shop,Retailers - other,DA8 3AT,Bexley,,,bexley ac tuck shop
1533341,Cater Link @ Days Lane Primary School,School/college/university,DA15 8JU,Bexley,0.095747,51.44628,cater link days lane primary school
1533342,TACO!,Restaurant/Cafe/Canteen,SE2 9FA,Bexley,0.1226322,51.4973531,taco
1533343,Accent Catering Services At Hurstmere Secondary School,School/college/university,DA15 9AW,Bexley,0.114438,51.438426,accent catering services at hurstmere secondary school
1533344,Uncle Beef Street Food,Mobile caterer,DA1 ,Bexley,,,uncle beef street food
1533346,The Original Jerk Spot,Takeaway/sandwich shop,DA16 3HE,Bexley,0.107739,51.462927,the original jerk spot
1535649,Nourish Contract Catering At Bursted Wood Primary School,School/college/university,DA7 5BS,Bexley,0.152469,51.468733,nourish contract catering at bursted wood primary school
1535650,Nourish Contract Catering At Marlborough School,School/college/university,DA15 9DL,Bexley,0.102443,51.440414,nourish contract catering at marlborough school
1539999,The Lunch Box,Mobile caterer,DA14 6LX,Bexley,,,the lunch box
1540003,Taste & Go,Mobile caterer,SE28,Bexley,,,taste and go
1540004,HMV,Retailers - other,DA6 7JJ,Bexley,0.1469729,51.4554155,hmv
1540005,The Greek Meze 2,Restaurant/Cafe/Canteen,DA14 6QL,Bexley,0.0857470035552979,51.430549621582,the greek meze 2
1540006,05.10.24La Cumetri,Retailers - other,DA16 3QR,Bexley,0.1005751,51.4637653,05 10 24la cumetri
1542979,Erith Food And Wine Premier Express,Retailers - other,DA8 1JQ,Bexley,0.15998,51.472291,erith food and wine premier express
1542981,Selin's Charcoal Kebab House,Takeaway/sandwich shop,DA14 6ND,Bexley,0.100056,51.426652,selin s charcoal kebab house
1542982,Independent Catering Management At Bishop Ridley School,School/college/university,DA16 2PF,Bexley,0.0885377,51.4594791,independent catering management at bishop ridley school
1542984,Independent Catering Management At Crook Log Primary School,School/college/university,DA6 8EQ,Bexley,0.126293,51.459156,independent catering management at crook log primary school
1542985,Independent Catering Management At Fosters Primary School,School/college/university,DA16 1PN,Bexley,0.121798,51.463096,independent catering management at fosters primary school
1542986,Independent Catering Management At Birkbeck Primary School,School/college/university,DA14 4ED,Bexley,0.105794,51.431945,independent catering management at birkbeck primary school
1542987,Independent Catering Management At Parkway Primary School,School/college/university,DA18 4DP,Bexley,0.134068,51.49281,independent catering management at parkway primary school
1542988,Independent Catering Management At Longlands Primary School,School/college/university,DA15 7JG,Bexley,0.090953,51.430808,independent catering management at longlands primary school
1542991,HoneysTreats,Retailers - other,DA1 ,Bexley,,,honeystreats
1552963,SJ Chicken,Restaurant/Cafe/Canteen,DA14 5HJ,Bexley,0.118624,51.4186013,sj chicken
1552964,Sporting Club Thamesmead Football Club,Pub/bar/nightclub,SE28 8NJ,Bexley,0.1292119,51.505812,sporting club thamesmead football club
1552965,Stelling Food Market,Retailers - other,DA8 3JH,Bexley,0.170062,51.472643,stelling food market
1552968,Reach2 Eat Brampton Primary Academy,School/college/university,DA7 4SL,Bexley,0.129157,51.466865,reach2 eat brampton primary academy
1552972,Cakes By Gyanee,Retailers - other,DA8 ,Bexley,,,cakes by gyanee
1556233,Nickie's Nippers Pre School,Caring Premises,DA1 4BU,Bexley,,,nickie s nippers pre school
1556234,Bexley Bears Preschool (Bexleyheath),Caring Premises,DA6 8AS,Bexley,0.137274,51.45785,bexley bears preschool bexleyheath
1556235,Deepdene Seniors Social Skills Club,Restaurant/Cafe/Canteen,DA16 3QL,Bexley,0.1063397,51.4642015,deepdene seniors social skills club
1557719,Rest Hub GBK Eds Slims Harrys Caffe,Restaurant/Cafe/Canteen,DA1 4HN,Bexley,0.1785703,51.4494099,rest hub gbk eds slims harrys caffe
1557726,Teapop Bubble Tea & Dessert,Takeaway/sandwich shop,DA16 3PU,Bexley,0.1057228,51.4629985,teapop bubble tea and dessert
1559764,Ocean Fresh Fried Chicken & Ribs,Takeaway/sandwich shop,DA5 3AP,Bexley,0.125161,51.442225,ocean fresh fried chicken and ribs
1559765,Crazy Club,Restaurant/Cafe/Canteen,DA14 5ET,Bexley,0.139309,51.432732,crazy club
1559766,Gyoza,Restaurant/Cafe/Canteen,DA14 6ED,Bexley,0.103633,51.426228,gyoza
1559768,Chicken World Peri Peri,Takeaway/sandwich shop,DA15 8QD,Bexley,0.087608,51.4509392,chicken world peri peri
1559770,Rita's Katering And Events,Restaurant/Cafe/Canteen,DA16 3PY,Bexley,0.1032626,51.4633484,rita s katering and events
1559771,Fireaway Sidcup,Takeaway/sandwich shop,DA14 6DW,Bexley,0.1023575,51.4264395,fireaway sidcup
1559773,Browns Newsagent,Retailers - other,DA7 4QW,Bexley,0.1330663,51.4643207,browns newsagent
1559777,Penelopes Restaurant / Penelopes Farm Shop,Restaurant/Cafe/Canteen,DA14 5ET,Bexley,0.139309,51.432732,penelopes restaurant penelopes farm shop
1570477,Urbee,Retailers - other,DA16,Bexley,,,urbee
1570478,DrCook's Wholefoods,Retailers - other,DA17,Bexley,,,drcook s wholefoods
1570479,Hings,Takeaway/sandwich shop,DA15 7AA,Bexley,0.10186,51.435244,hings
1570485,Elfida Restaurant,Restaurant/Cafe/Canteen,DA14 6DW,Bexley,0.102335,51.426477,elfida restaurant
1570487,The Oval Brasserie,Restaurant/Cafe/Canteen,DA15 9ER,Bexley,0.1024,51.445127,the oval brasserie
1570490,Hayat Restaurant,Restaurant/Cafe/Canteen,DA15 9ER,Bexley,0.1024,51.445127,hayat restaurant
1578022,Amokscakes,Retailers - other,DA1 ,Bexley,,,amokscakes
1578026,Shades Special Foodies,Other catering premises,DA8 ,Bexley,,,shades special foodies
1578027,Yogis Biryani,Other catering premises,DA16,Bexley,,,yogis biryani
1578029,Barnehurst Kebab House,Restaurant/Cafe/Canteen,DA7 6HG,Bexley,0.158287,51.465712,barnehurst kebab house
1580150,The Anchor,Takeaway/sandwich shop,DA5 3HG,Bexley,0.1261898,51.4356502,the anchor
1580151,Wraps&Wings/Greek/Fab Falafel/PitaG/Shawarma/Woksticks/Casa,Takeaway/sandwich shop,DA16 3AX,Bexley,0.0998748,51.4641915,wraps and wings greek fab falafel pitag shawarma woksticks casa
1581415,Boyles' Bar Sidcup,Pub/bar/nightclub,DA15 7DN,Bexley,0.1022819,51.4319986,boyles bar sidcup
1583618,Starbucks,Restaurant/Cafe/Canteen,DA1 4FY,Bexley,0.1780847,51.4507693,starbucks
1587460,Breakfast Club At Cleeve Park School,Caring Premises,DA14 4JN,Bexley,0.119604,51.428809,breakfast club at cleeve park school
1587461,Breakfast Club At Cleeve Meadow School,Caring Premises,DA14 4JN,Bexley,0.1181958,51.4285225,breakfast club at cleeve meadow school
1587462,The Fold,Pub/bar/nightclub,DA14 6EN,Bexley,0.1046479,51.425571,the fold
1587466,New World Chinese Takeaway,Takeaway/sandwich shop,DA15 9ER,Bexley,0.1024,51.445127,new world chinese takeaway
1587468,Euro Express,Retailers - other,DA14 6EH,Bexley,0.1035602,51.4260042,euro express
1587472,Hooked Fish And Grill,Takeaway/sandwich shop,DA7 4SU,Bexley,0.130446,51.469809,hooked fish and grill
1589711,ESS Government Services,Retailers - other,DA7 4QS,Bexley,0.149098,51.457059,ess government services
1589714,King Of The Grill,Takeaway/sandwich shop,DA8 2AE,Bexley,0.184253,51.478514,king of the grill
1589716,FeyiOlu,Retailers - other,DA8 ,Bexley,,,feyiolu
1589720,Oscar's Fish And Chips Also T/a Blackfen Chicken And Pizza,Takeaway/sandwich shop,DA15 9NB,Bexley,0.104639,51.450635,oscar s fish and chips also t a blackfen chicken and pizza
