AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,Chain,BusinessNameText,Address,ScreenStatus,ScreenReason,PostCodeClean,SiteRecords,FinalBakeryProvision,AIReason,ManualDecision,ManualReason,BakeryClass
Unit 20-21 St Pancras International Station,Pancras Road,,London,Marks And Spencers The Circle,Retailers - supermarkets/hypermarkets,7840,0,,1251617,194951,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 2QL,2026-01-24T00:00:00,fhrs_5_en-gb,5,,FHRS,,,0.0,5.0,0.0,,marks and spencers the circle,"Unit 20-21 St Pancras International Station, Pancras Road, NW1 2QL",NEEDS_CHECK,Independent or other supermarket,NW12QL,1,YES,"Marks And Spencers The Circle at St Pancras International Station, NW1 2QL is an M&S Simply Food that offers a fresh range of bread and pastries daily.",,,GROCER_BAKERY
,24-26 Brunswick Centre,,London,Tian Tian Market,Retailers - supermarkets/hypermarkets,7840,0,,1513611,201195,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1N 1AE,2026-01-27T00:00:00,fhrs_2_en-gb,2,,FHRS,-0.1237596,51.5247104,15.0,15.0,10.0,,tian tian market,"24-26 Brunswick Centre, WC1N 1AE",NEEDS_CHECK,Independent or other supermarket,WC1N1AE,1,YES,"Tian Tian Market is an Asian supermarket that explicitly mentions selling ""amazing pastries"" and a wide range of Asian food products.",,,GROCER_BAKERY
,199-205 Haverstock Hill,,London,Kavanagh's Belsize Park,Retailers - supermarkets/hypermarkets,7840,0,,1619253,202622,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW3 4QG,2025-07-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.165835,51.5506361,5.0,5.0,5.0,,kavanagh's belsize park,"199-205 Haverstock Hill, NW3 4QG",NEEDS_CHECK,Independent or other supermarket,NW34QG,1,YES,"Kavanagh's Belsize Park is described as a premium food offering with an unrivalled bakery selection, baking throughout the day.",,,GROCER_BAKERY
47 - 48 Surrey Street,Croydon,,,Polski Supermarket London Ltd,Retailers - supermarkets/hypermarkets,7840,0,,1001665,17/00408/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 1RJ,2023-02-07T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.1008364,51.3725076,0.0,0.0,10.0,,polski supermarket london ltd,"47 - 48 Surrey Street, Croydon, CR0 1RJ",NEEDS_CHECK,Independent or other supermarket,CR01RJ,1,YES,Polski Supermarket offers eat-in cakes/patisserie and fresh bread.,,,GROCER_BAKERY
19 - 23 Lower Addiscombe Road,Croydon,,,Croydon International Food Center,Retailers - supermarkets/hypermarkets,7840,0,,1581149,22/00981/COMM,507,food.safety@croydon.gov.uk,Croydon,http://www.croydon.gov.uk,False,,CR0 6PQ,2026-03-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.088281,51.3807726,,,,,croydon international food center,"19 - 23 Lower Addiscombe Road, Croydon, CR0 6PQ",NEEDS_CHECK,Independent or other supermarket,CR06PQ,1,YES,Croydon International Food Center has fresh bread and baklava.,,,GROCER_BAKERY
Post Office,125 - 127 The Vale,Acton,,Morrison Daily,Retailers - supermarkets/hypermarkets,7840,0,,1867536,CP05645,509,foodsafety@ealing.gov.uk,Ealing,https://www.ealing.gov.uk/info/201150/food_hygiene_and_safety,False,,W3 7RQ,2025-10-14T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2538695,51.5064407,0.0,5.0,0.0,,morrison daily,"Post Office, 125 - 127 The Vale, Acton, W3 7RQ",NEEDS_CHECK,Independent or other supermarket,W37RQ,1,YES,"Morrisons Daily Acton Vale explicitly mentions including a ""bakery"" as part of its expanded offerings.",,,GROCER_BAKERY
2B Hedge Lane,Southgate,,,Yasar Halim Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,317262,PI/000132750,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,N13 5SH,2026-01-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.101728,51.622723,5.0,5.0,5.0,,yasar halim supermarket,"2B Hedge Lane, Southgate, N13 5SH",NEEDS_CHECK,Independent or other supermarket,N135SH,1,YES,"Yasar Halim Supermarket is a Turkish-Cypriot supermarket known for its in-store bakery with traditional breads, pastries, and sweets.",,,GROCER_BAKERY
15A-15B Eley Road,LONDON,,,Holland Bazaar,Retailers - supermarkets/hypermarkets,7840,0,,668077,PI/000177619,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,N18 3BH,2025-04-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.046451,51.61607,0.0,0.0,0.0,,holland bazaar,"15A-15B Eley Road, LONDON, N18 3BH",NEEDS_CHECK,Independent or other supermarket,N183BH,1,YES,Holland Bazaar is a cash and carry wholesaler that offers fresh bread and is open 24/7.,,,GROCER_BAKERY
20-22 Green Lanes,LONDON,,,Bracia,Retailers - supermarkets/hypermarkets,7840,0,,1005631,PI/000179688,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,True,,N13 6HT,2025-03-21T00:00:00,fhrs_3_en-gb,3,,FHRS,-0.109346002340317,51.6107978820801,5.0,10.0,10.0,,bracia,"20-22 Green Lanes, LONDON, N13 6HT",NEEDS_CHECK,Independent or other supermarket,N136HT,1,YES,"Bracia at 20-22 Green Lanes is a Polish delicatessen and supermarket that lists ""Baked Goods"" and ""Bakery"" as products/services.",,,GROCER_BAKERY
282 High Street,ENFIELD,,,Nue Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1138188,PI/000185497,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,EN3 4HF,2025-06-24T00:00:00,fhrs_3_en-gb,3,,FHRS,-0.0469711,51.6474553,10.0,10.0,10.0,,nue supermarket,"282 High Street, ENFIELD, EN3 4HF",NEEDS_CHECK,Independent or other supermarket,EN34HF,1,YES,"The supermarket's website lists ""BAKERY"" as a category.",,,GROCER_BAKERY
Unit 2,2-4 Winchmore Hill Road,Southgate,,Yasar Halim,Retailers - supermarkets/hypermarkets,7840,0,,1488232,PI/000189994,510,environmental.health@enfield.gov.uk,Enfield,http://www.enfield.gov.uk/,False,,N14 6PT,2025-03-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1259658,51.6327456,0.0,0.0,0.0,,yasar halim,"Unit 2, 2-4 Winchmore Hill Road, Southgate, N14 6PT",NEEDS_CHECK,Independent or other supermarket,N146PT,1,YES,"Yasar Halim is a Turkish-Cypriot supermarket known for its in-store bakery with traditional breads, pastries, and sweets.",,,GROCER_BAKERY
196 - 200 Shooters Hill Road,,Blackheath,Greenwich,Co- Op Late Shop,Retailers - supermarkets/hypermarkets,7840,0,,694713,PI/000132672,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE3 8RP,2024-06-05T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0350964,51.4744259,0.0,0.0,0.0,,co- op late shop,"196 - 200 Shooters Hill Road, Blackheath, SE3 8RP",NEEDS_CHECK,Independent or other supermarket,SE38RP,1,YES,"Co-Op Late Shop at Shooters Hill Road is a convenience store that explicitly lists ""Bakery"" under its services.",,,GROCER_BAKERY
1 Brocklebank Road,,Charlton,Greenwich,Home Bargains,Retailers - supermarkets/hypermarkets,7840,0,,1350891,14200,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE7 7FR,2024-05-20T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0212533,51.4905569,0.0,0.0,5.0,,home bargains,"1 Brocklebank Road, Charlton, SE7 7FR",NEEDS_CHECK,Independent or other supermarket,SE77FR,1,YES,"Home Bargains at 1 Brocklebank Road, SE7 7FR, is listed as one of the stores with an in-store bakery.",,,GROCER_BAKERY
Ground Floor Shop 159 Lee Road,,London,,Blackheath food centre,Retailers - supermarkets/hypermarkets,7840,0,,1378212,14414,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE3 9DJ,2024-06-18T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0115970000624657,51.4570426940918,0.0,0.0,5.0,,blackheath food centre,"Ground Floor Shop 159 Lee Road, London, SE3 9DJ",NEEDS_CHECK,Independent or other supermarket,SE39DJ,1,YES,"Blackheath Food Centre at 159 Lee Road, SE3 9DJ, is described as having a bakery.",,,GROCER_BAKERY
131 Powis Street,,Woolwich,Greenwich,TFC WOOLWICH,Retailers - supermarkets/hypermarkets,7840,0,,1693061,16346,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE18 6JL,2026-01-24T00:00:00,fhrs_3_en-gb,3,,FHRS,0.0631552,51.4922576,10.0,10.0,10.0,,tfc woolwich,"131 Powis Street, Woolwich, SE18 6JL",NEEDS_CHECK,Independent or other supermarket,SE186JL,1,YES,"TFC WOOLWICH at 131 Powis Street, SE18 6JL, has an in-store bakery with freshly baked breads and pastries.",,,GROCER_BAKERY
1 Cripps Yard Soames Walk,,Greenwich,,Kiki & Miumiu Market,Retailers - supermarkets/hypermarkets,7840,0,,1907812,17955,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE10 0BQ,2026-01-19T00:00:00,fhrs_4_en-gb,4,,FHRS,0.0057688,51.5003516,5.0,0.0,10.0,,kiki & miumiu market,"1 Cripps Yard Soames Walk, Greenwich, SE10 0BQ",NEEDS_CHECK,Independent or other supermarket,SE100BQ,1,YES,"Kiki & Miumiu Market is described as an East and Southeast Asian grocery with its own bakery, offering freshly baked treats.",,,GROCER_BAKERY
400 Footscray Road,,Eltham,Greenwich,Cinar Village Market,Retailers - supermarkets/hypermarkets,7840,0,,1924068,18041,511,Food.Concerns@royalgreenwich.gov.uk,Greenwich,http://www.royalgreenwich.gov.uk,False,,SE9 3TU,2026-03-10T00:00:00,fhrs_5_en-gb,5,,FHRS,0.0721456,51.4371757,5.0,0.0,0.0,,cinar village market,"400 Footscray Road, Eltham, SE9 3TU",NEEDS_CHECK,Independent or other supermarket,SE93TU,1,YES,Cinar Village Market is described as having a wide selection of baked goods.,,,GROCER_BAKERY
,62-64 STOKE NEWINGTON HIGH STREET,Hackney,London,Akdeniz Supermarket Stoke Newington Limited,Retailers - supermarkets/hypermarkets,7840,0,,470407,3576,512,technicalbusinesssupport@hackney.gov.uk,Hackney,https://hackney.gov.uk/environmental-health#food,False,,N16 7PB,2026-01-08T00:00:00,fhrs_3_en-gb,3,,FHRS,-0.0740091,51.5585522,5.0,10.0,10.0,,akdeniz supermarket stoke newington limited,"62-64 STOKE NEWINGTON HIGH STREET, Hackney, N16 7PB",NEEDS_CHECK,Independent or other supermarket,N167PB,1,YES,Akdeniz Supermarket states it offers freshly baked breads.,,,GROCER_BAKERY
,64-66 Brooksby's Walk London,Hackney,London,Fresh Wonder,Retailers - supermarkets/hypermarkets,7840,0,,1935135,8c9c20f8,512,technicalbusinesssupport@hackney.gov.uk,Hackney,https://hackney.gov.uk/environmental-health#food,False,,E9 6DA,2026-04-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0433028,51.5512904,0.0,0.0,0.0,,fresh wonder,"64-66 Brooksby's Walk London, Hackney, E9 6DA",NEEDS_CHECK,Independent or other supermarket,E96DA,1,YES,"Fresh Wonder is described as an independent supermarket with ""deli energy"" and ""Bakery Surprise Bag"" available.",,,GROCER_BAKERY
81 - 85 Uxbridge Road,London,,,Damas Gate,Retailers - supermarkets/hypermarkets,7840,0,,770647,2000/00059/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,W12 8NR,2025-05-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.231368,51.506085,,,,,damas gate,"81 - 85 Uxbridge Road, London, W12 8NR",NEEDS_CHECK,Independent or other supermarket,W128NR,1,YES,"Damas Gate is a halal supermarket that lists a ""Bakery & Deli"" section with various breads and pastries.",,,GROCER_BAKERY
440 Uxbridge Road,London,,,Baytee Halal Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1229284,2020/00077/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,W12 0NS,2024-01-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.239127,51.506651,5.0,5.0,5.0,,baytee halal supermarket,"440 Uxbridge Road, London, W12 0NS",NEEDS_CHECK,Independent or other supermarket,W120NS,1,YES,"Baytee Halal Supermarket is listed as a ""halal market"" and ""Other retail sale of food in specialised stores"", suggesting substantial food provision, including bakery items.",,,GROCER_BAKERY
1 Kings Mall,King Street,London,,Livat Ikea,Retailers - supermarkets/hypermarkets,7840,0,,1416695,2021/00587/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,W6 0PZ,2025-03-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.227533,51.493113,0.0,0.0,0.0,,livat ikea,"1 Kings Mall, King Street, London, W6 0PZ",NEEDS_CHECK,Independent or other supermarket,W60PZ,1,YES,"Livat Hammersmith, which houses IKEA, also contains a Sainsbury's and Lidl, suggesting substantial bakery provision within the complex.",,,GROCER_BAKERY
Unit 25A,Broadway Shopping Centre,Hammersmith Broadway,London,Heriots Patisserie,Retailers - supermarkets/hypermarkets,7840,0,,1582890,2022/00325/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,W6 9YD,2025-01-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.2245504,51.492224,0.0,0.0,0.0,,heriots patisserie,"Unit 25A, Broadway Shopping Centre, Hammersmith Broadway, W6 9YD",NEEDS_CHECK,Independent or other supermarket,W69YD,1,YES,Heriots Patisserie is a dedicated patisserie offering a substantial range of cakes and pastries.,,,GROCER_BAKERY
94 North End Road,London,,,Sultan Lebanon,Retailers - supermarkets/hypermarkets,7840,0,,1644669,2023/00266/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,W14 9EX,2025-05-13T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.206575,51.489765,5.0,5.0,10.0,,sultan lebanon,"94 North End Road, London, W14 9EX",NEEDS_CHECK,Independent or other supermarket,W149EX,1,YES,Sultan Lebanon is identified as a supermarket/hypermarket with a bakery department.,,,GROCER_BAKERY
396 North End Road,London,,,Starry Mart,Retailers - supermarkets/hypermarkets,7840,0,,1733341,2024/00190/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,SW6 1LU,2025-01-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1992546,51.4805167,5.0,0.0,5.0,,starry mart,"396 North End Road, London, SW6 1LU",NEEDS_CHECK,Independent or other supermarket,SW61LU,1,YES,Starry Mart is an Asian supermarket that offers freshly baked pastries and hot buns.,,,GROCER_BAKERY
Units 7 And 8,Broadway Shopping Centre,Hammersmith Broadway,London,Cookie Jar London  Hammersmith,Retailers - supermarkets/hypermarkets,7840,0,,1753590,2024/00285/COMB,513,foodandsafety@lbhf.gov.uk,Hammersmith and Fulham,http://www.lbhf.gov.uk,False,,W6 7AL,2024-10-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.223751,51.493336,0.0,0.0,0.0,,cookie jar london  hammersmith,"Units 7 And 8, Broadway Shopping Centre, Hammersmith Broadway, W6 7AL",NEEDS_CHECK,Independent or other supermarket,W67AL,1,YES,Cookie Jar London is a bakery selling freshly baked cookies and cakes.,,,GROCER_BAKERY
Diana Martin Court,678-682 High Road,Tottenham,London,Szampion Polskie Delikatesy,Retailers - supermarkets/hypermarkets,7840,0,,984599,PI/000152218,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,True,,N17 0AE,2026-03-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0675436,51.6004859,5.0,5.0,5.0,,szampion polskie delikatesy,"Diana Martin Court, 678-682 High Road, Tottenham, N17 0AE",NEEDS_CHECK,Independent or other supermarket,N170AE,1,YES,Szampion Polskie Delikatesy is a supermarket/hypermarket that lists a bakery department.,,,GROCER_BAKERY
Unit A Eclipse House,35 Station Road,Wood Green,London,Mleczko Delikatesy Ltd,Retailers - supermarkets/hypermarkets,7840,0,,1181381,PI/000157326,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N22 6UX,2023-09-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1115518,51.5967518,0.0,0.0,0.0,,mleczko delikatesy ltd,"Unit A Eclipse House, 35 Station Road, Wood Green, N22 6UX",NEEDS_CHECK,Independent or other supermarket,N226UX,1,YES,Too Good To Go listing mentions a selection of pastries and bread.,,,GROCER_BAKERY
,83 St Anns Road,Tottenham,London,Best Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1355343,PI/000160190,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N15 6NJ,2024-08-15T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.0770087,51.5777468,0.0,10.0,5.0,,best supermarket,"83 St Anns Road, Tottenham, N15 6NJ",NEEDS_CHECK,Independent or other supermarket,N156NJ,1,YES,AI review summary mentions a delicatessen and an extensive selection.,,,GROCER_BAKERY
,185-187 Lordship Lane,Tottenham,London,Gunes Supermarket,Retailers - supermarkets/hypermarkets,7840,0,,1497807,PI/000162546,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N17 6XF,2026-03-21T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.0787497,51.5980713,5.0,5.0,10.0,,gunes supermarket,"185-187 Lordship Lane, Tottenham, N17 6XF",NEEDS_CHECK,Independent or other supermarket,N176XF,1,YES,"Customer reviews mention ""tasty pastries"" and a well-stocked shopping experience.",,,GROCER_BAKERY
102 Vale Road,Tottenham,London,,Turkish Porter,Retailers - supermarkets/hypermarkets,7840,0,,1540413,PI/000164836,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N4 1FL,2023-06-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.0902253,51.5750762,0.0,0.0,5.0,,turkish porter,"102 Vale Road, Tottenham, London, N4 1FL",NEEDS_CHECK,Independent or other supermarket,N41FL,1,YES,Customer reviews mention fresh and tasty bakery items.,,,GROCER_BAKERY
159A Tottenham Lane,Hornsey,London,,Harvest @,Retailers - supermarkets/hypermarkets,7840,0,,1691675,PI/000167920,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N8 9BT,2026-01-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1199642,51.5818336,0.0,0.0,0.0,,harvest @,"159A Tottenham Lane, Hornsey, London, N8 9BT",NEEDS_CHECK,Independent or other supermarket,N89BT,1,YES,Customer reviews mention a good bakery section with super fresh and delicious items.,,,GROCER_BAKERY
16 High Road,Wood Green,London,,Green Market,Retailers - supermarkets/hypermarkets,7840,0,,1742013,PI/000168593,514,frontline@haringey.gov.uk,Haringey,http://www.haringey.gov.uk,False,,N22 6BX,2026-06-11T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.103826,51.5912317,5.0,10.0,5.0,,green market,"16 High Road, Wood Green, London, N22 6BX",NEEDS_CHECK,Independent or other supermarket,N226BX,1,YES,Green Market is described as a culinary haven with fresh produce and an in-store bakery.,,,GROCER_BAKERY
8 Central Parade Station Road,Harrow,,,Kabul-Beirut Supermarket & Halal,Retailers - supermarkets/hypermarkets,7840,0,,277289,PI/000103307,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA1 2TW,2026-03-19T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.332611,51.5847677,0.0,0.0,10.0,,kabul-beirut supermarket & halal,"8 Central Parade Station Road, Harrow, HA1 2TW",NEEDS_CHECK,Independent or other supermarket,HA12TW,1,YES,"Kabul-Beirut Supermarket & Halal offers a wide range of groceries and has a halal meat counter, suggesting a substantial supermarket with bakery items.",,,GROCER_BAKERY
29 Station Road,Harrow,,,Arya Market & Bakery,Retailers - supermarkets/hypermarkets,7840,0,,879393,PI/000108030,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA1 2UA,2026-01-29T00:00:00,fhrs_2_en-gb,2,,FHRS,-0.332528,51.587993,15.0,15.0,10.0,,arya market & bakery,"29 Station Road, Harrow, HA1 2UA",NEEDS_CHECK,Independent or other supermarket,HA12UA,1,YES,Arya Market & Bakery is identified as a supermarket/hypermarket and its name suggests bakery provision.,,,GROCER_BAKERY
97-99 Burnt Oak Broadway,Edgware,,,Class Food Centre,Retailers - supermarkets/hypermarkets,7840,0,,903801,PI/000108161,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA8 5EP,2025-10-10T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.268093,51.600764,0.0,5.0,10.0,,class food centre,"97-99 Burnt Oak Broadway, Edgware, HA8 5EP",NEEDS_CHECK,Independent or other supermarket,HA85EP,1,YES,Class Food Centre is identified as a supermarket/hypermarket and reviews mention an extensive product range including bakeries.,,,GROCER_BAKERY
16-18 Headstone Drive,Wealdstone,,,Harrow Food Centre Ltd,Retailers - supermarkets/hypermarkets,7840,0,,1221378,PI/000111077,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA3 5QH,2025-03-17T00:00:00,fhrs_1_en-gb,1,,FHRS,-0.3361998,51.594,15.0,15.0,20.0,,harrow food centre ltd,"16-18 Headstone Drive, Wealdstone, HA3 5QH",NEEDS_CHECK,Independent or other supermarket,HA35QH,1,YES,"Harrow Food Centre Ltd is described as an Asian grocery store with mentions of ""Delicious Afghan bread"" and ""Specially, Afghani naan"" in user reviews.",,,GROCER_BAKERY
416 - 420 Rayners Lane,Harrow,,,Rayners Food Centre,Retailers - supermarkets/hypermarkets,7840,0,,1314139,PI/000111596,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA5 5DY,2026-03-15T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.3708797,51.5770323,5.0,5.0,10.0,,rayners food centre,"416 - 420 Rayners Lane, Harrow, HA5 5DY",NEEDS_CHECK,Independent or other supermarket,HA55DY,1,YES,"Rayners Food Centre is a supermarket with user reviews mentioning ""Always plenty of fresh veg and fruit, dairy plus bakery products.""",,,GROCER_BAKERY
67 Burnt Oak Broadway,Edgware,,,Maya Food Centre,Retailers - supermarkets/hypermarkets,7840,0,,1617761,PI/000132592,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA8 5EP,2025-07-14T00:00:00,fhrs_4_en-gb,4,,FHRS,-0.267957,51.6007286,5.0,5.0,10.0,,maya food centre,"67 Burnt Oak Broadway, Edgware, HA8 5EP",NEEDS_CHECK,Independent or other supermarket,HA85EP,1,YES,"Maya Food Centre is a supermarket that offers a ""Fresh Persian Bakery"" section.",,,GROCER_BAKERY
201-203 Streatfield Road,Harrow,,,MIR Food Centre,Retailers - supermarkets/hypermarkets,7840,0,,1692452,PI/000108812,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA3 9DA,2024-04-02T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.295575,51.5959457,5.0,5.0,5.0,,mir food centre,"201-203 Streatfield Road, Harrow, HA3 9DA",NEEDS_CHECK,Independent or other supermarket,HA39DA,1,YES,MIR Food Centre is a supermarket with a dedicated bakery department that produces its own baked goods in-house.,,,GROCER_BAKERY
314 Station Road,Harrow,,,Station Food Centre,Retailers - supermarkets/hypermarkets,7840,0,,1848817,PI/000133427,515,envhealth@harrow.gov.uk,Harrow,http://www.harrow.gov.uk,False,,HA1 2DX,2025-07-09T00:00:00,fhrs_3_en-gb,3,,FHRS,-0.3331408,51.5812031,5.0,10.0,10.0,,station food centre,"314 Station Road, Harrow, HA1 2DX",NEEDS_CHECK,Independent or other supermarket,HA12DX,1,YES,Store offers a fresh bakery section with Eastern European specialties.,,,GROCER_BAKERY
176-178 Hornchurch Road,Hornchurch,,,Hornchurch Food Centre,Retailers - supermarkets/hypermarkets,7840,0,,1734854,140709,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM11 1QL,2025-07-25T00:00:00,fhrs_5_en-gb,5,,FHRS,0.200419,51.565082,0.0,0.0,0.0,,hornchurch food centre,"176-178 Hornchurch Road, Hornchurch, RM11 1QL",NEEDS_CHECK,Independent or other supermarket,RM111QL,1,YES,Hornchurch Food Centre is a supermarket with a delightful bakery section offering daily-baked goods.,,,GROCER_BAKERY
148 South Street,Romford,,,Dulce Limited,Retailers - supermarkets/hypermarkets,7840,0,,1735690,140723,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM1 1SX,2025-07-30T00:00:00,fhrs_4_en-gb,4,,FHRS,0.1832661,51.5742158,5.0,5.0,10.0,,dulce limited,"148 South Street, Romford, RM1 1SX",NEEDS_CHECK,Independent or other supermarket,RM11SX,1,YES,Dulce Limited at this address is a bakery and delicatessen with freshly baked goods and a hot food counter.,,,GROCER_BAKERY
204-206 Elm Park Avenue,Hornchurch,,,Fresh & Easy Food Centre,Retailers - supermarkets/hypermarkets,7840,0,,1777477,140878,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM12 4SD,2025-07-30T00:00:00,fhrs_1_en-gb,1,,FHRS,0.199353,51.5509482,15.0,10.0,20.0,,fresh & easy food centre,"204-206 Elm Park Avenue, Hornchurch, RM12 4SD",NEEDS_CHECK,Independent or other supermarket,RM124SD,1,YES,Fresh & Easy Food Centre (also known as Arena Food Centre) is described as having a fresh and wide selection of bakery.,,,GROCER_BAKERY
28 Station Road,Upminster,,,Welcome Upminster,Retailers - supermarkets/hypermarkets,7840,0,,1950776,140191,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM14 2UB,1901-01-01T00:00:00,fhrs_awaitinginspection_en-gb,AwaitingInspection,,FHRS,0.249773,51.556737,,,,,welcome upminster,"28 Station Road, Upminster, RM14 2UB",NEEDS_CHECK,Independent or other supermarket,RM142UB,1,YES,"Welcome Upminster is a supermarket/hypermarket that offers a ""Surprise Bag of mixed groceries that could include: meats, bread, pastries, baked items"" through Too Good To Go.",,,GROCER_BAKERY
28 Station Road,Upminster,,,Welcome Upminster,Retailers - supermarkets/hypermarkets,7840,0,,1950779,141803,516,environmental.health@havering.gov.uk,Havering,http://www.havering.gov.uk,False,,RM14 2UB,2026-05-14T00:00:00,fhrs_4_en-gb,4,,FHRS,0.249773,51.556737,0.0,10.0,5.0,,welcome upminster,"28 Station Road, Upminster, RM14 2UB",NEEDS_CHECK,Independent or other supermarket,RM142UB,1,YES,"Welcome Upminster is a supermarket/hypermarket that offers a ""Surprise Bag of mixed groceries that could include: meats, bread, pastries, baked items"" through Too Good To Go.",,,GROCER_BAKERY
